state,pincode,year,quater,registered_user
dadra & nagar haveli & daman & diu,362520,2022,q3,8564
dadra & nagar haveli & daman & diu,362571,2022,q3,4883
dadra & nagar haveli & daman & diu,362540,2022,q3,2790
dadra & nagar haveli & daman & diu,396220,2022,q3,1269
dadra & nagar haveli & daman & diu,362570,2022,q3,428
dadra & nagar haveli & daman & diu,396230,2022,q4,246264
dadra & nagar haveli & daman & diu,396210,2022,q4,114561
dadra & nagar haveli & daman & diu,396215,2022,q4,66595
dadra & nagar haveli & daman & diu,396235,2022,q4,53953
dadra & nagar haveli & daman & diu,362520,2022,q4,8942
dadra & nagar haveli & daman & diu,362571,2022,q4,5114
dadra & nagar haveli & daman & diu,362540,2022,q4,2925
dadra & nagar haveli & daman & diu,396220,2022,q4,1325
dadra & nagar haveli & daman & diu,362570,2022,q4,446
delhi,110059,2018,q1,95496
delhi,110092,2018,q1,83600
delhi,110085,2018,q1,61333
delhi,110086,2018,q1,59970
delhi,110044,2018,q1,55765
delhi,110096,2018,q1,50625
delhi,110041,2018,q1,47451
delhi,110043,2018,q1,46307
delhi,110084,2018,q1,44143
delhi,110042,2018,q1,42647
delhi,110059,2018,q2,124901
delhi,110092,2018,q2,108175
delhi,110086,2018,q2,79557
delhi,110085,2018,q2,79225
delhi,110044,2018,q2,73732
delhi,110096,2018,q2,66744
delhi,110041,2018,q2,63649
delhi,110043,2018,q2,60887
delhi,110084,2018,q2,57380
delhi,110042,2018,q2,56366
delhi,110059,2018,q3,156028
delhi,110092,2018,q3,136676
delhi,110085,2018,q3,101332
delhi,110086,2018,q3,100850
delhi,110044,2018,q3,91279
delhi,110096,2018,q3,84164
delhi,110041,2018,q3,80112
delhi,110043,2018,q3,74435
delhi,110084,2018,q3,71154
delhi,110042,2018,q3,71056
delhi,110059,2018,q4,206537
delhi,110092,2018,q4,177133
delhi,110086,2018,q4,133412
delhi,110085,2018,q4,132600
delhi,110044,2018,q4,121802
delhi,110096,2018,q4,114255
delhi,110041,2018,q4,106984
delhi,110043,2018,q4,98358
delhi,110042,2018,q4,95335
delhi,110094,2018,q4,94322
delhi,110059,2019,q1,246566
delhi,110092,2019,q1,206805
delhi,110086,2019,q1,158267
delhi,110085,2019,q1,152640
delhi,110044,2019,q1,145716
delhi,110096,2019,q1,135423
delhi,110041,2019,q1,129476
delhi,110043,2019,q1,117835
delhi,110094,2019,q1,114562
delhi,110042,2019,q1,113898
delhi,110059,2019,q2,274593
delhi,110092,2019,q2,228546
delhi,110086,2019,q2,177199
delhi,110085,2019,q2,167307
delhi,110044,2019,q2,162716
delhi,110096,2019,q2,150097
delhi,110041,2019,q2,146820
delhi,110043,2019,q2,131498
delhi,110094,2019,q2,130660
delhi,110042,2019,q2,129008
delhi,110059,2019,q3,300007
delhi,110092,2019,q3,248727
delhi,110086,2019,q3,194575
delhi,110085,2019,q3,180186
delhi,110044,2019,q3,178410
delhi,110096,2019,q3,164301
delhi,110041,2019,q3,163228
delhi,110001,2019,q3,148352
delhi,110094,2019,q3,146798
delhi,110043,2019,q3,144276
delhi,110059,2019,q4,320535
delhi,110092,2019,q4,264380
delhi,110086,2019,q4,209488
delhi,110044,2019,q4,192424
delhi,110085,2019,q4,189774
delhi,110041,2019,q4,177838
delhi,110096,2019,q4,176194
delhi,110094,2019,q4,161096
delhi,110001,2019,q4,160180
delhi,110053,2019,q4,156000
delhi,110059,2020,q1,342152
delhi,110092,2020,q1,280039
delhi,110086,2020,q1,226703
delhi,110044,2020,q1,207511
delhi,110085,2020,q1,200098
delhi,110041,2020,q1,194243
delhi,110096,2020,q1,187975
delhi,110094,2020,q1,175645
delhi,110001,2020,q1,171087
delhi,110053,2020,q1,170522
delhi,110059,2020,q2,365614
delhi,110092,2020,q2,295000
delhi,110086,2020,q2,246312
delhi,110044,2020,q2,223161
delhi,110041,2020,q2,211987
delhi,110085,2020,q2,211869
delhi,110096,2020,q2,199631
delhi,110094,2020,q2,192135
delhi,110053,2020,q2,186853
delhi,110042,2020,q2,186007
delhi,110059,2020,q3,393571
delhi,110092,2020,q3,314384
delhi,110086,2020,q3,267186
delhi,110044,2020,q3,240937
delhi,110041,2020,q3,231602
delhi,110085,2020,q3,225882
delhi,110096,2020,q3,213595
delhi,110094,2020,q3,210508
delhi,110053,2020,q3,205752
delhi,110042,2020,q3,202151
delhi,110059,2020,q4,423149
delhi,110092,2020,q4,335783
delhi,110086,2020,q4,288308
delhi,110044,2020,q4,259476
delhi,110041,2020,q4,252304
delhi,110085,2020,q4,241334
delhi,110094,2020,q4,230259
delhi,110096,2020,q4,228635
delhi,110053,2020,q4,226890
delhi,110042,2020,q4,219941
delhi,110059,2021,q1,454201
delhi,110092,2021,q1,359376
delhi,110086,2021,q1,310419
delhi,110044,2021,q1,278606
delhi,110041,2021,q1,272303
delhi,110085,2021,q1,257921
delhi,110094,2021,q1,248570
delhi,110053,2021,q1,245562
delhi,110096,2021,q1,245046
delhi,110042,2021,q1,237271
delhi,110059,2021,q2,485328
delhi,110092,2021,q2,383095
delhi,110086,2021,q2,332618
delhi,110044,2021,q2,297678
delhi,110041,2021,q2,291909
delhi,110085,2021,q2,275085
delhi,110094,2021,q2,266143
delhi,110053,2021,q2,262977
delhi,110096,2021,q2,261791
delhi,110042,2021,q2,254105
delhi,110059,2021,q3,520096
delhi,110092,2021,q3,409520
delhi,110086,2021,q3,357590
delhi,110044,2021,q3,319096
delhi,110041,2021,q3,314015
delhi,110085,2021,q3,293937
delhi,110094,2021,q3,285714
delhi,110053,2021,q3,282380
delhi,110096,2021,q3,280334
delhi,110042,2021,q3,273110
delhi,110059,2021,q4,555449
delhi,110092,2021,q4,436075
delhi,110086,2021,q4,382858
delhi,110044,2021,q4,340833
delhi,110041,2021,q4,336405
delhi,110085,2021,q4,312819
delhi,110094,2021,q4,305422
delhi,110053,2021,q4,301988
delhi,110096,2021,q4,299233
delhi,110042,2021,q4,292597
delhi,110059,2022,q1,588266
delhi,110092,2022,q1,460951
delhi,110086,2022,q1,406863
delhi,110044,2022,q1,361314
delhi,110041,2022,q1,357509
delhi,110085,2022,q1,330413
delhi,110094,2022,q1,324145
delhi,110053,2022,q1,320362
delhi,110096,2022,q1,316906
delhi,110042,2022,q1,310672
delhi,110059,2022,q2,619737
delhi,110092,2022,q2,484816
delhi,110086,2022,q2,429566
delhi,110044,2022,q2,381041
delhi,110041,2022,q2,377721
delhi,110085,2022,q2,347243
delhi,110094,2022,q2,341936
delhi,110053,2022,q2,337770
delhi,110096,2022,q2,333973
delhi,110042,2022,q2,328052
delhi,110059,2022,q3,652328
delhi,110092,2022,q3,509260
delhi,110086,2022,q3,453393
delhi,110044,2022,q3,401386
delhi,110041,2022,q3,398712
delhi,110085,2022,q3,364644
delhi,110094,2022,q3,360554
delhi,110053,2022,q3,356138
delhi,110096,2022,q3,351480
delhi,110042,2022,q3,346285
delhi,110059,2022,q4,685596
delhi,110092,2022,q4,534009
delhi,110086,2022,q4,477514
delhi,110044,2022,q4,422192
delhi,110041,2022,q4,419823
delhi,110085,2022,q4,382113
delhi,110094,2022,q4,379346
delhi,110053,2022,q4,374689
delhi,110096,2022,q4,369272
delhi,110042,2022,q4,364573
goa,403516,2018,q1,6466
goa,403601,2018,q1,5251
goa,403001,2018,q1,5240
goa,403401,2018,q1,5138
goa,403802,2018,q1,3850
goa,403722,2018,q1,3844
goa,403507,2018,q1,3831
goa,403521,2018,q1,2841
goa,403515,2018,q1,2443
goa,403509,2018,q1,2386
goa,403516,2018,q2,8301
goa,403001,2018,q2,7089
goa,403601,2018,q2,6974
goa,403401,2018,q2,6685
goa,403722,2018,q2,5343
goa,403802,2018,q2,5119
goa,403507,2018,q2,4991
goa,403521,2018,q2,3804
goa,403515,2018,q2,3277
goa,403509,2018,q2,3077
goa,403516,2018,q3,9997
goa,403001,2018,q3,8932
goa,403601,2018,q3,8721
goa,403401,2018,q3,8256
goa,403722,2018,q3,7084
goa,403802,2018,q3,6453
goa,403507,2018,q3,6272
goa,403521,2018,q3,4797
goa,403515,2018,q3,4153
goa,403801,2018,q3,3775
goa,403516,2018,q4,12486
goa,403001,2018,q4,11471
goa,403601,2018,q4,10977
goa,403401,2018,q4,10356
goa,403722,2018,q4,9148
goa,403802,2018,q4,8151
goa,403507,2018,q4,7980
goa,403521,2018,q4,6106
goa,403515,2018,q4,5194
goa,403509,2018,q4,4753
goa,403516,2019,q1,15021
goa,403001,2019,q1,14063
goa,403601,2019,q1,13406
goa,403401,2019,q1,12431
goa,403722,2019,q1,11012
goa,403802,2019,q1,9859
goa,403507,2019,q1,9777
goa,403521,2019,q1,7471
goa,403515,2019,q1,6247
goa,403512,2019,q1,5763
goa,403516,2019,q2,17020
goa,403001,2019,q2,16546
goa,403601,2019,q2,15906
goa,403401,2019,q2,14462
goa,403722,2019,q2,12443
goa,403802,2019,q2,11642
goa,403507,2019,q2,11602
goa,403521,2019,q2,8708
goa,403515,2019,q2,7164
goa,403512,2019,q2,6805
goa,403516,2019,q3,19191
goa,403001,2019,q3,18952
goa,403601,2019,q3,18205
goa,403401,2019,q3,16425
goa,403722,2019,q3,13795
goa,403507,2019,q3,13252
goa,403802,2019,q3,13185
goa,403521,2019,q3,10022
goa,403515,2019,q3,8059
goa,403512,2019,q3,7853
goa,403516,2019,q4,21230
goa,403001,2019,q4,20952
goa,403601,2019,q4,20128
goa,403401,2019,q4,18284
goa,403722,2019,q4,15231
goa,403507,2019,q4,14800
goa,403802,2019,q4,14490
goa,403521,2019,q4,11139
goa,403515,2019,q4,8917
goa,403512,2019,q4,8854
goa,403516,2020,q1,23160
goa,403001,2020,q1,22905
goa,403601,2020,q1,22252
goa,403401,2020,q1,20276
goa,403722,2020,q1,16611
goa,403507,2020,q1,16487
goa,403802,2020,q1,16084
goa,403521,2020,q1,12266
goa,403512,2020,q1,9989
goa,403515,2020,q1,9727
goa,403001,2020,q2,24693
goa,403601,2020,q2,24596
goa,403516,2020,q2,24526
goa,403401,2020,q2,22379
goa,403507,2020,q2,18333
goa,403722,2020,q2,17947
goa,403802,2020,q2,17824
goa,403521,2020,q2,13409
goa,403512,2020,q2,11037
goa,403515,2020,q2,10353
goa,403601,2020,q3,27208
goa,403001,2020,q3,26737
goa,403516,2020,q3,26198
goa,403401,2020,q3,24797
goa,403507,2020,q3,20441
goa,403802,2020,q3,19674
goa,403722,2020,q3,19552
goa,403521,2020,q3,14524
goa,403512,2020,q3,12307
goa,403515,2020,q3,11111
goa,403601,2020,q4,30363
goa,403001,2020,q4,29484
goa,403516,2020,q4,28745
goa,403401,2020,q4,27577
goa,403507,2020,q4,22919
goa,403802,2020,q4,21866
goa,403722,2020,q4,21365
goa,403521,2020,q4,16004
goa,403512,2020,q4,13802
goa,403515,2020,q4,12169
goa,403601,2021,q1,32812
goa,403001,2021,q1,31639
goa,403516,2021,q1,31109
goa,403401,2021,q1,29759
goa,403507,2021,q1,24789
goa,403802,2021,q1,23590
goa,403722,2021,q1,23019
goa,403521,2021,q1,17278
goa,403512,2021,q1,15009
goa,403515,2021,q1,13117
goa,403601,2021,q2,35016
goa,403001,2021,q2,33753
goa,403516,2021,q2,33166
goa,403401,2021,q2,31770
goa,403507,2021,q2,26546
goa,403802,2021,q2,25160
goa,403722,2021,q2,24578
goa,403521,2021,q2,18403
goa,403512,2021,q2,16035
goa,403515,2021,q2,13992
goa,403601,2021,q3,37507
goa,403001,2021,q3,36113
goa,403516,2021,q3,35395
goa,403401,2021,q3,34083
goa,403507,2021,q3,28444
goa,403802,2021,q3,26955
goa,403722,2021,q3,26342
goa,403521,2021,q3,19690
goa,403512,2021,q3,17249
goa,403515,2021,q3,14917
goa,403601,2021,q4,39985
goa,403001,2021,q4,38489
goa,403516,2021,q4,37615
goa,403401,2021,q4,36388
goa,403507,2021,q4,30339
goa,403802,2021,q4,28748
goa,403722,2021,q4,28215
goa,403521,2021,q4,20963
goa,403512,2021,q4,18476
goa,403515,2021,q4,15851
goa,403601,2022,q1,42284
goa,403001,2022,q1,40658
goa,403516,2022,q1,39737
goa,403401,2022,q1,38530
goa,403507,2022,q1,32152
goa,403802,2022,q1,30460
goa,403722,2022,q1,29946
goa,403521,2022,q1,22153
goa,403512,2022,q1,19621
goa,403515,2022,q1,16746
goa,403601,2022,q2,44524
goa,403001,2022,q2,42745
goa,403516,2022,q2,41711
goa,403401,2022,q2,40592
goa,403507,2022,q2,33849
goa,403802,2022,q2,32057
goa,403722,2022,q2,31588
goa,403521,2022,q2,23291
goa,403512,2022,q2,20688
goa,403515,2022,q2,17575
goa,403601,2022,q3,46781
goa,403001,2022,q3,44871
goa,403516,2022,q3,43715
goa,403401,2022,q3,42722
goa,403507,2022,q3,35584
goa,403802,2022,q3,33724
goa,403722,2022,q3,33341
goa,403521,2022,q3,24473
goa,403512,2022,q3,21788
goa,403515,2022,q3,18401
goa,403601,2022,q4,49007
goa,403001,2022,q4,46997
goa,403516,2022,q4,45745
goa,403401,2022,q4,44729
goa,403507,2022,q4,37261
goa,403802,2022,q4,35405
goa,403722,2022,q4,35057
goa,403521,2022,q4,25628
goa,403512,2022,q4,22733
goa,403515,2022,q4,19246
gujarat,395006,2018,q1,72275
gujarat,395010,2018,q1,45734
gujarat,395004,2018,q1,37825
gujarat,382350,2018,q1,32292
gujarat,394210,2018,q1,31969
gujarat,395003,2018,q1,30787
gujarat,382481,2018,q1,25321
gujarat,395009,2018,q1,23628
gujarat,396191,2018,q1,22824
gujarat,382415,2018,q1,22742
gujarat,395006,2018,q2,94500
gujarat,395010,2018,q2,60175
gujarat,395004,2018,q2,49139
gujarat,394210,2018,q2,44190
gujarat,382350,2018,q2,41644
gujarat,395003,2018,q2,40881
gujarat,382481,2018,q2,32292
gujarat,396191,2018,q2,30464
gujarat,395009,2018,q2,30378
gujarat,382415,2018,q2,29895
gujarat,395006,2018,q3,113391
gujarat,395010,2018,q3,73560
gujarat,395004,2018,q3,58525
gujarat,394210,2018,q3,56563
gujarat,395003,2018,q3,50366
gujarat,382350,2018,q3,49974
gujarat,396191,2018,q3,38490
gujarat,382481,2018,q3,38313
gujarat,395009,2018,q3,36563
gujarat,382415,2018,q3,36510
gujarat,395006,2018,q4,135881
gujarat,395010,2018,q4,89595
gujarat,394210,2018,q4,71909
gujarat,395004,2018,q4,69666
gujarat,382350,2018,q4,62863
gujarat,395003,2018,q4,62164
gujarat,382481,2018,q4,50895
gujarat,396191,2018,q4,48467
gujarat,382415,2018,q4,46926
gujarat,395009,2018,q4,44962
gujarat,395006,2019,q1,157558
gujarat,395010,2019,q1,104683
gujarat,394210,2019,q1,86656
gujarat,395004,2019,q1,79826
gujarat,382350,2019,q1,74106
gujarat,395003,2019,q1,73240
gujarat,382481,2019,q1,60080
gujarat,396191,2019,q1,58289
gujarat,382415,2019,q1,56346
gujarat,382345,2019,q1,53663
gujarat,395006,2019,q2,180042
gujarat,395010,2019,q2,117410
gujarat,394210,2019,q2,99259
gujarat,395004,2019,q2,88490
gujarat,382350,2019,q2,83582
gujarat,395003,2019,q2,82557
gujarat,382481,2019,q2,67372
gujarat,396191,2019,q2,66034
gujarat,382415,2019,q2,64402
gujarat,382345,2019,q2,61531
gujarat,395006,2019,q3,198132
gujarat,395010,2019,q3,128538
gujarat,394210,2019,q3,111163
gujarat,395004,2019,q3,95896
gujarat,382350,2019,q3,92274
gujarat,395003,2019,q3,90925
gujarat,382481,2019,q3,73913
gujarat,396191,2019,q3,73506
gujarat,382415,2019,q3,72158
gujarat,382345,2019,q3,68940
gujarat,395006,2019,q4,214322
gujarat,395010,2019,q4,138999
gujarat,394210,2019,q4,123670
gujarat,395004,2019,q4,103138
gujarat,382350,2019,q4,99646
gujarat,395003,2019,q4,98804
gujarat,396191,2019,q4,81666
gujarat,382481,2019,q4,79158
gujarat,382415,2019,q4,78997
gujarat,382345,2019,q4,75408
gujarat,395006,2020,q1,230047
gujarat,395010,2020,q1,149506
gujarat,394210,2020,q1,137283
gujarat,395004,2020,q1,110684
gujarat,395003,2020,q1,106915
gujarat,382350,2020,q1,106647
gujarat,396191,2020,q1,90365
gujarat,382415,2020,q1,86315
gujarat,382481,2020,q1,84353
gujarat,382345,2020,q1,82048
gujarat,395006,2020,q2,245129
gujarat,395010,2020,q2,160784
gujarat,394210,2020,q2,153681
gujarat,395004,2020,q2,119752
gujarat,395003,2020,q2,115539
gujarat,382350,2020,q2,115202
gujarat,396191,2020,q2,100064
gujarat,382415,2020,q2,95250
gujarat,382481,2020,q2,90515
gujarat,382345,2020,q2,90259
gujarat,395006,2020,q3,259468
gujarat,395010,2020,q3,173062
gujarat,394210,2020,q3,167802
gujarat,395004,2020,q3,127956
gujarat,395003,2020,q3,124692
gujarat,382350,2020,q3,123709
gujarat,396191,2020,q3,109788
gujarat,382415,2020,q3,103846
gujarat,382345,2020,q3,98070
gujarat,382481,2020,q3,96759
gujarat,395006,2020,q4,276969
gujarat,395010,2020,q4,187103
gujarat,394210,2020,q4,184572
gujarat,395004,2020,q4,137335
gujarat,395003,2020,q4,135529
gujarat,382350,2020,q4,133012
gujarat,396191,2020,q4,121067
gujarat,382415,2020,q4,112726
gujarat,382345,2020,q4,105910
gujarat,382481,2020,q4,103359
gujarat,395006,2021,q1,297048
gujarat,395010,2021,q1,201470
gujarat,394210,2021,q1,200058
gujarat,395004,2021,q1,147473
gujarat,395003,2021,q1,145856
gujarat,382350,2021,q1,142849
gujarat,396191,2021,q1,130996
gujarat,382415,2021,q1,121750
gujarat,382345,2021,q1,113956
gujarat,385535,2021,q1,110989
gujarat,395006,2021,q2,317597
gujarat,395010,2021,q2,215717
gujarat,394210,2021,q2,214776
gujarat,395004,2021,q2,157608
gujarat,395003,2021,q2,156006
gujarat,382350,2021,q2,152795
gujarat,396191,2021,q2,140329
gujarat,382415,2021,q2,130437
gujarat,382345,2021,q2,121975
gujarat,385535,2021,q2,119329
gujarat,395006,2021,q3,340436
gujarat,395010,2021,q3,231725
gujarat,394210,2021,q3,231353
gujarat,395004,2021,q3,168968
gujarat,395003,2021,q3,167307
gujarat,382350,2021,q3,163762
gujarat,396191,2021,q3,150868
gujarat,382415,2021,q3,140098
gujarat,382345,2021,q3,130967
gujarat,385535,2021,q3,128886
gujarat,395006,2021,q4,363595
gujarat,394210,2021,q4,247983
gujarat,395010,2021,q4,247597
gujarat,395004,2021,q4,180294
gujarat,395003,2021,q4,178606
gujarat,382350,2021,q4,174821
gujarat,396191,2021,q4,161460
gujarat,382415,2021,q4,149751
gujarat,382345,2021,q4,139819
gujarat,385535,2021,q4,138286
gujarat,395006,2022,q1,385040
gujarat,394210,2022,q1,263596
gujarat,395010,2022,q1,262287
gujarat,395004,2022,q1,190769
gujarat,395003,2022,q1,189101
gujarat,382350,2022,q1,185001
gujarat,396191,2022,q1,171443
gujarat,382415,2022,q1,158818
gujarat,382345,2022,q1,148068
gujarat,385535,2022,q1,147477
gujarat,395006,2022,q2,405477
gujarat,394210,2022,q2,278453
gujarat,395010,2022,q2,276339
gujarat,395004,2022,q2,200828
gujarat,395003,2022,q2,199079
gujarat,382350,2022,q2,194725
gujarat,396191,2022,q2,180851
gujarat,382415,2022,q2,167419
gujarat,385535,2022,q2,156144
gujarat,382345,2022,q2,155908
gujarat,395006,2022,q3,426968
gujarat,394210,2022,q3,294155
gujarat,395010,2022,q3,290935
gujarat,395004,2022,q3,211361
gujarat,395003,2022,q3,209495
gujarat,382350,2022,q3,204832
gujarat,396191,2022,q3,190805
gujarat,382415,2022,q3,176390
gujarat,385535,2022,q3,164910
gujarat,382345,2022,q3,164109
gujarat,395006,2022,q4,448463
gujarat,394210,2022,q4,309875
gujarat,395010,2022,q4,305674
gujarat,395004,2022,q4,221859
gujarat,395003,2022,q4,219947
gujarat,382350,2022,q4,214911
gujarat,396191,2022,q4,200547
gujarat,382415,2022,q4,185450
gujarat,385535,2022,q4,173196
gujarat,382345,2022,q4,172424
haryana,122001,2018,q1,82656
haryana,121004,2018,q1,52178
haryana,121003,2018,q1,48088
haryana,122002,2018,q1,42709
haryana,122006,2018,q1,42454
haryana,121001,2018,q1,42239
haryana,124001,2018,q1,36966
haryana,123401,2018,q1,34462
haryana,122051,2018,q1,33437
haryana,132001,2018,q1,31575
haryana,122001,2018,q2,107275
haryana,121004,2018,q2,69412
haryana,121003,2018,q2,63458
haryana,121001,2018,q2,56154
haryana,122002,2018,q2,55528
haryana,122006,2018,q2,54489
haryana,124001,2018,q2,48721
haryana,123401,2018,q2,44946
haryana,122051,2018,q2,44764
haryana,132001,2018,q2,41673
haryana,122001,2018,q3,130847
haryana,121004,2018,q3,86428
haryana,121003,2018,q3,78699
haryana,121001,2018,q3,71428
haryana,122002,2018,q3,68873
haryana,122006,2018,q3,67331
haryana,124001,2018,q3,59016
haryana,123401,2018,q3,54477
haryana,122051,2018,q3,54363
haryana,132001,2018,q3,50845
haryana,122001,2018,q4,163556
haryana,121004,2018,q4,117034
haryana,121003,2018,q4,103920
haryana,121001,2018,q4,101287
haryana,122002,2018,q4,86547
haryana,122006,2018,q4,85334
haryana,124001,2018,q4,71218
haryana,122051,2018,q4,67543
haryana,123401,2018,q4,67235
haryana,122004,2018,q4,64480
haryana,122001,2019,q1,194366
haryana,121004,2019,q1,144318
haryana,121003,2019,q1,125626
haryana,121001,2019,q1,122040
haryana,122002,2019,q1,102287
haryana,122006,2019,q1,101815
haryana,124001,2019,q1,83228
haryana,122051,2019,q1,81253
haryana,121102,2019,q1,80409
haryana,123401,2019,q1,80255
haryana,122001,2019,q2,217913
haryana,121004,2019,q2,164350
haryana,121003,2019,q2,141046
haryana,121001,2019,q2,138083
haryana,122002,2019,q2,115060
haryana,122006,2019,q2,114395
haryana,124001,2019,q2,94885
haryana,121102,2019,q2,93648
haryana,123401,2019,q2,92297
haryana,122051,2019,q2,90453
haryana,122001,2019,q3,239679
haryana,121004,2019,q3,182786
haryana,121003,2019,q3,155581
haryana,121001,2019,q3,152399
haryana,122002,2019,q3,126886
haryana,122006,2019,q3,126740
haryana,121102,2019,q3,106171
haryana,124001,2019,q3,105974
haryana,123401,2019,q3,103749
haryana,122004,2019,q3,99827
haryana,122001,2019,q4,258880
haryana,121004,2019,q4,201072
haryana,121003,2019,q4,169105
haryana,121001,2019,q4,164555
haryana,122006,2019,q4,137295
haryana,122002,2019,q4,136781
haryana,121102,2019,q4,117172
haryana,124001,2019,q4,115727
haryana,123401,2019,q4,113575
haryana,122004,2019,q4,109845
haryana,122001,2020,q1,277400
haryana,121004,2020,q1,220431
haryana,121003,2020,q1,183564
haryana,121001,2020,q1,177159
haryana,122006,2020,q1,147672
haryana,122002,2020,q1,146453
haryana,121102,2020,q1,129418
haryana,124001,2020,q1,126121
haryana,123401,2020,q1,124071
haryana,122004,2020,q1,120068
haryana,122001,2020,q2,293479
haryana,121004,2020,q2,239658
haryana,121003,2020,q2,198248
haryana,121001,2020,q2,190142
haryana,122006,2020,q2,157703
haryana,122002,2020,q2,154797
haryana,121102,2020,q2,142490
haryana,124001,2020,q2,136592
haryana,123401,2020,q2,135535
haryana,122004,2020,q2,127957
haryana,122001,2020,q3,314031
haryana,121004,2020,q3,261230
haryana,121003,2020,q3,214022
haryana,121001,2020,q3,205343
haryana,122006,2020,q3,170596
haryana,122002,2020,q3,165039
haryana,121102,2020,q3,155722
haryana,124001,2020,q3,149067
haryana,123401,2020,q3,148188
haryana,122004,2020,q3,138271
haryana,122001,2020,q4,336803
haryana,121004,2020,q4,283882
haryana,121003,2020,q4,230786
haryana,121001,2020,q4,221002
haryana,122006,2020,q4,184356
haryana,122002,2020,q4,176881
haryana,121102,2020,q4,169232
haryana,124001,2020,q4,161912
haryana,123401,2020,q4,160526
haryana,122004,2020,q4,150225
haryana,122001,2021,q1,361360
haryana,121004,2021,q1,306230
haryana,121003,2021,q1,247955
haryana,121001,2021,q1,237542
haryana,122006,2021,q1,198022
haryana,122002,2021,q1,189395
haryana,121102,2021,q1,182342
haryana,124001,2021,q1,173733
haryana,123401,2021,q1,172665
haryana,122004,2021,q1,162301
haryana,122001,2021,q2,385555
haryana,121004,2021,q2,328000
haryana,121003,2021,q2,264861
haryana,121001,2021,q2,254045
haryana,122006,2021,q2,211281
haryana,122002,2021,q2,201795
haryana,121102,2021,q2,195621
haryana,124001,2021,q2,186059
haryana,123401,2021,q2,184718
haryana,122004,2021,q2,173740
haryana,122001,2021,q3,412737
haryana,121004,2021,q3,352312
haryana,121003,2021,q3,284042
haryana,121001,2021,q3,272333
haryana,122006,2021,q3,226097
haryana,122002,2021,q3,215608
haryana,121102,2021,q3,210637
haryana,124001,2021,q3,199561
haryana,123401,2021,q3,198439
haryana,122004,2021,q3,186579
haryana,122001,2021,q4,440178
haryana,121004,2021,q4,376910
haryana,121003,2021,q4,303566
haryana,121001,2021,q4,290827
haryana,122006,2021,q4,241050
haryana,122002,2021,q4,229524
haryana,121102,2021,q4,225645
haryana,124001,2021,q4,213051
haryana,123401,2021,q4,212046
haryana,122004,2021,q4,199804
haryana,122001,2022,q1,465984
haryana,121004,2022,q1,400283
haryana,121003,2022,q1,321859
haryana,121001,2022,q1,308144
haryana,122006,2022,q1,255061
haryana,122002,2022,q1,242575
haryana,121102,2022,q1,239809
haryana,124001,2022,q1,225735
haryana,123401,2022,q1,225100
haryana,122004,2022,q1,212387
haryana,122001,2022,q2,490709
haryana,121004,2022,q2,422488
haryana,121003,2022,q2,339295
haryana,121001,2022,q2,324650
haryana,122006,2022,q2,268387
haryana,122002,2022,q2,255084
haryana,121102,2022,q2,253094
haryana,124001,2022,q2,237736
haryana,123401,2022,q2,237454
haryana,122004,2022,q2,224546
haryana,122001,2022,q3,516313
haryana,121004,2022,q3,445822
haryana,121003,2022,q3,357581
haryana,121001,2022,q3,341866
haryana,122006,2022,q3,282229
haryana,122002,2022,q3,267850
haryana,121102,2022,q3,266955
haryana,123401,2022,q3,250221
haryana,124001,2022,q3,250178
haryana,122004,2022,q3,237160
haryana,122001,2022,q4,542209
haryana,121004,2022,q4,468607
haryana,121003,2022,q4,376201
haryana,121001,2022,q4,358891
haryana,122006,2022,q4,296184
haryana,122002,2022,q4,280688
haryana,121102,2022,q4,279801
haryana,124001,2022,q4,262578
haryana,123401,2022,q4,262455
haryana,122004,2022,q4,249924
himachal pradesh,173205,2018,q1,21409
himachal pradesh,174101,2018,q1,10157
himachal pradesh,173025,2018,q1,6327
himachal pradesh,175131,2018,q1,4677
himachal pradesh,171001,2018,q1,4527
himachal pradesh,173212,2018,q1,4335
himachal pradesh,175001,2018,q1,3744
himachal pradesh,176001,2018,q1,2951
himachal pradesh,176061,2018,q1,2940
himachal pradesh,174303,2018,q1,2912
himachal pradesh,173205,2018,q2,29254
himachal pradesh,174101,2018,q2,13908
himachal pradesh,173025,2018,q2,8719
himachal pradesh,175131,2018,q2,6220
himachal pradesh,173212,2018,q2,5964
himachal pradesh,171001,2018,q2,5918
himachal pradesh,175001,2018,q2,4890
himachal pradesh,174303,2018,q2,4234
himachal pradesh,176001,2018,q2,4023
himachal pradesh,176061,2018,q2,4020
himachal pradesh,173205,2018,q3,37149
himachal pradesh,174101,2018,q3,17987
himachal pradesh,173025,2018,q3,11142
himachal pradesh,173212,2018,q3,7941
himachal pradesh,175131,2018,q3,7758
himachal pradesh,171001,2018,q3,7505
himachal pradesh,175001,2018,q3,6192
himachal pradesh,174303,2018,q3,5563
himachal pradesh,176001,2018,q3,5268
himachal pradesh,176061,2018,q3,5008
himachal pradesh,173205,2018,q4,46448
himachal pradesh,174101,2018,q4,22954
himachal pradesh,173025,2018,q4,14237
himachal pradesh,173212,2018,q4,10405
himachal pradesh,175131,2018,q4,9879
himachal pradesh,171001,2018,q4,9492
himachal pradesh,175001,2018,q4,7597
himachal pradesh,174303,2018,q4,6982
himachal pradesh,176001,2018,q4,6667
