state,year,quater,district,transaction_count,transaction_amount
jammu & kashmir,2020,q1,bandipore ,10311,27789837.54150642
jammu & kashmir,2020,q1,reasi ,24431,69003941.03140756
jammu & kashmir,2020,q1,shopian ,7878,18157391.903722018
jammu & kashmir,2020,q1,poonch ,16709,52760138.965863004
jammu & kashmir,2020,q1,kathua ,48120,107171478.55933961
jammu & kashmir,2020,q1,kishtwar ,9710,27259898.028504793
jammu & kashmir,2020,q1,pulwama ,26598,76212175.43966158
jammu & kashmir,2020,q1,ramban ,12796,34487947.978801765
jammu & kashmir,2020,q1,rajouri ,28561,88475364.88892928
jammu & kashmir,2020,q1,kulgam ,12394,24289856.01002881
jammu & kashmir,2020,q1,budgam ,32991,95338551.22633348
jammu & kashmir,2020,q1,anantnag ,25741,70085624.44047819
jammu & kashmir,2020,q1,kupwara ,29357,87388063.94032452
jammu & kashmir,2020,q2,muzaffarabad ,656,2880433.662297405
jammu & kashmir,2020,q2,doda ,57928,135990634.9908951
jammu & kashmir,2020,q2,samba ,92336,202733580.03466016
jammu & kashmir,2020,q2,mirpur ,14046,44622104.6311252
jammu & kashmir,2020,q2,srinagar ,440808,1810806888.436264
jammu & kashmir,2020,q2,baramulla ,139478,414666518.8451662
jammu & kashmir,2020,q2,jammu ,819252,2746977181.9002085
jammu & kashmir,2020,q2,ganderbal ,36483,106190105.59913673
jammu & kashmir,2020,q2,udhampur ,127419,319173115.28145945
jammu & kashmir,2020,q2,bandipore ,36152,102723529.86849661
jammu & kashmir,2020,q2,reasi ,49746,106410135.68047369
jammu & kashmir,2020,q2,shopian ,24785,66217970.77443329
jammu & kashmir,2020,q2,poonch ,65969,192100840.0578707
jammu & kashmir,2020,q2,kathua ,114835,227977779.90759313
jammu & kashmir,2020,q2,kishtwar ,29206,75514041.19893728
jammu & kashmir,2020,q2,pulwama ,85402,271480260.94137585
jammu & kashmir,2020,q2,ramban ,39854,102642842.42209667
jammu & kashmir,2020,q2,rajouri ,104655,305656997.14551216
jammu & kashmir,2020,q2,kulgam ,42870,100175288.12866533
jammu & kashmir,2020,q2,budgam ,112970,331830464.6882304
jammu & kashmir,2020,q2,anantnag ,85384,239711526.255058
jammu & kashmir,2020,q2,kupwara ,114772,359166698.8086049
jammu & kashmir,2020,q3,muzaffarabad ,1572,5773809.286486714
jammu & kashmir,2020,q3,doda ,68744,173984872.11111727
jammu & kashmir,2020,q3,samba ,113571,309268006.2905833
jammu & kashmir,2020,q3,mirpur ,15019,54072783.391636506
jammu & kashmir,2020,q3,srinagar ,461915,1879035426.896187
jammu & kashmir,2020,q3,baramulla ,183583,580425624.3604748
jammu & kashmir,2020,q3,jammu ,1266667,4876922229.442625
jammu & kashmir,2020,q3,ganderbal ,50743,155780382.9954802
jammu & kashmir,2020,q3,udhampur ,154296,445180791.5536319
jammu & kashmir,2020,q3,bandipore ,48450,147013052.43061084
jammu & kashmir,2020,q3,reasi ,56486,135099068.4405353
jammu & kashmir,2020,q3,shopian ,34708,101326986.58238825
jammu & kashmir,2020,q3,poonch ,76518,263707934.54872236
jammu & kashmir,2020,q3,kathua ,126283,311678208.3628339
jammu & kashmir,2020,q3,kishtwar ,31188,83180064.56537089
jammu & kashmir,2020,q3,pulwama ,114833,372238070.397479
jammu & kashmir,2020,q3,ramban ,45879,125848917.44620399
jammu & kashmir,2020,q3,rajouri ,125973,413621357.5955142
jammu & kashmir,2020,q3,kulgam ,55854,145784144.81867468
jammu & kashmir,2020,q3,budgam ,148225,477023512.9076569
jammu & kashmir,2020,q3,anantnag ,128022,403569858.30771744
jammu & kashmir,2020,q3,kupwara ,157369,516694658.1405349
jammu & kashmir,2020,q4,muzaffarabad ,2190,8320762.641519774
jammu & kashmir,2020,q4,doda ,101107,228886606.7496394
jammu & kashmir,2020,q4,samba ,192767,485508786.5685181
jammu & kashmir,2020,q4,mirpur ,22039,79706376.63871619
jammu & kashmir,2020,q4,srinagar ,731076,2177635781.644431
jammu & kashmir,2020,q4,baramulla ,412433,862594987.5778542
jammu & kashmir,2020,q4,jammu ,1776840,5696308275.135366
jammu & kashmir,2020,q4,ganderbal ,92285,201135628.2568581
jammu & kashmir,2020,q4,udhampur ,248906,646828971.36521
jammu & kashmir,2020,q4,bandipore ,106767,229201197.19575912
jammu & kashmir,2020,q4,reasi ,100618,229255669.2348591
jammu & kashmir,2020,q4,shopian ,71983,161658443.40664437
jammu & kashmir,2020,q4,poonch ,117245,342505124.4352001
jammu & kashmir,2020,q4,kathua ,226360,463045666.1261914
jammu & kashmir,2020,q4,kishtwar ,51330,107185861.51281238
jammu & kashmir,2020,q4,pulwama ,219731,551823991.7884358
jammu & kashmir,2020,q4,ramban ,78367,192684246.34585124
jammu & kashmir,2020,q4,rajouri ,196713,567890456.5176737
jammu & kashmir,2020,q4,kulgam ,124253,220794472.45019814
jammu & kashmir,2020,q4,budgam ,295461,692267475.7911439
jammu & kashmir,2020,q4,anantnag ,282499,514346950.9515931
jammu & kashmir,2020,q4,kupwara ,303474,721320071.0437154
jammu & kashmir,2021,q1,muzaffarabad ,1760,7018769.97680518
jammu & kashmir,2021,q1,doda ,93540,197962516.58644903
jammu & kashmir,2021,q1,samba ,201873,489544571.0195805
jammu & kashmir,2021,q1,mirpur ,19836,76641365.50414479
jammu & kashmir,2021,q1,srinagar ,1027161,2568956545.4611216
jammu & kashmir,2021,q1,baramulla ,410535,785025036.8822093
jammu & kashmir,2021,q1,jammu ,2651223,7421535965.773878
jammu & kashmir,2021,q1,ganderbal ,90691,163957078.62440437
jammu & kashmir,2021,q1,udhampur ,253788,659211752.0750571
jammu & kashmir,2021,q1,bandipore ,110105,212281960.49428704
jammu & kashmir,2021,q1,reasi ,129459,310187729.6204411
jammu & kashmir,2021,q1,shopian ,72084,140201587.32333398
jammu & kashmir,2021,q1,poonch ,103668,299466026.8590725
jammu & kashmir,2021,q1,kathua ,245017,476737690.8982123
jammu & kashmir,2021,q1,kishtwar ,51696,119471258.11255996
jammu & kashmir,2021,q1,pulwama ,230547,506298792.83870804
jammu & kashmir,2021,q1,ramban ,79917,198841833.51555723
jammu & kashmir,2021,q1,rajouri ,185784,544732582.9070423
jammu & kashmir,2021,q1,kulgam ,118926,178549172.9397456
jammu & kashmir,2021,q1,budgam ,314969,629196655.3946896
jammu & kashmir,2021,q1,anantnag ,317577,500687365.6142787
jammu & kashmir,2021,q1,kupwara ,287414,651843634.7301381
jammu & kashmir,2021,q2,muzaffarabad ,3148,10753997.018016852
jammu & kashmir,2021,q2,doda ,140197,278351055.12039316
jammu & kashmir,2021,q2,samba ,272944,627782719.5376384
jammu & kashmir,2021,q2,mirpur ,27536,100332260.09541795
jammu & kashmir,2021,q2,srinagar ,1529261,3491629169.891506
jammu & kashmir,2021,q2,baramulla ,558737,966623715.8159674
jammu & kashmir,2021,q2,jammu ,3793205,10159766998.570372
jammu & kashmir,2021,q2,ganderbal ,140457,232925318.179365
jammu & kashmir,2021,q2,udhampur ,361814,841569039.9908626
jammu & kashmir,2021,q2,bandipore ,160002,285432318.8981966
jammu & kashmir,2021,q2,reasi ,155375,315743621.2957236
jammu & kashmir,2021,q2,shopian ,103178,162612796.33491415
jammu & kashmir,2021,q2,poonch ,155606,414593947.4794037
jammu & kashmir,2021,q2,kathua ,329534,635043868.1523829
jammu & kashmir,2021,q2,kishtwar ,76391,153411579.98716158
jammu & kashmir,2021,q2,pulwama ,332326,632761432.1392006
jammu & kashmir,2021,q2,ramban ,117866,253971901.63214535
jammu & kashmir,2021,q2,rajouri ,239185,634121152.0877542
jammu & kashmir,2021,q2,kulgam ,192379,256728224.91522247
jammu & kashmir,2021,q2,budgam ,450138,822332973.9248707
jammu & kashmir,2021,q2,anantnag ,479956,717788809.3041894
jammu & kashmir,2021,q2,kupwara ,408584,819478528.2209682
jammu & kashmir,2021,q3,muzaffarabad ,4058,15722035.204606244
jammu & kashmir,2021,q3,doda ,178242,377444601.9327241
jammu & kashmir,2021,q3,samba ,352992,822873576.4759533
jammu & kashmir,2021,q3,mirpur ,32777,122345912.5978739
jammu & kashmir,2021,q3,srinagar ,2196468,5510884597.059817
jammu & kashmir,2021,q3,baramulla ,647847,1285810267.7066154
jammu & kashmir,2021,q3,jammu ,5192026,13867943225.785107
jammu & kashmir,2021,q3,ganderbal ,176334,338209062.1399027
jammu & kashmir,2021,q3,udhampur ,476615,1090587535.866065
jammu & kashmir,2021,q3,bandipore ,177163,340899753.33691466
jammu & kashmir,2021,q3,reasi ,247073,542552590.7556257
jammu & kashmir,2021,q3,shopian ,124570,229098781.19403479
jammu & kashmir,2021,q3,poonch ,182447,520994995.97337115
jammu & kashmir,2021,q3,kathua ,399722,762622103.9071403
jammu & kashmir,2021,q3,kishtwar ,96068,208106532.42523685
jammu & kashmir,2021,q3,pulwama ,393629,826511580.0632427
jammu & kashmir,2021,q3,ramban ,157474,367286361.96328044
jammu & kashmir,2021,q3,rajouri ,289081,823624344.2157102
jammu & kashmir,2021,q3,kulgam ,223401,360260919.092471
jammu & kashmir,2021,q3,budgam ,545818,1112797675.6615355
jammu & kashmir,2021,q3,anantnag ,580106,938064508.2337394
jammu & kashmir,2021,q3,kupwara ,477130,1133802686.4410892
jammu & kashmir,2021,q4,muzaffarabad ,5831,21241442.22450836
jammu & kashmir,2021,q4,doda ,235025,435237678.46631306
jammu & kashmir,2021,q4,samba ,492079,1144805603.769711
jammu & kashmir,2021,q4,mirpur ,39050,142452278.94317237
jammu & kashmir,2021,q4,srinagar ,2900577,7232270069.006123
jammu & kashmir,2021,q4,baramulla ,787593,1567275687.193142
jammu & kashmir,2021,q4,jammu ,6639541,16627649138.408905
jammu & kashmir,2021,q4,ganderbal ,211443,370559306.14335734
jammu & kashmir,2021,q4,udhampur ,621122,1409015376.0471456
jammu & kashmir,2021,q4,bandipore ,230443,426224671.10234237
jammu & kashmir,2021,q4,reasi ,332221,721602756.4764307
jammu & kashmir,2021,q4,shopian ,158150,324099702.9246179
jammu & kashmir,2021,q4,poonch ,224247,610046677.2859366
jammu & kashmir,2021,q4,kathua ,528207,1082468701.539606
jammu & kashmir,2021,q4,kishtwar ,120885,242172974.0745622
jammu & kashmir,2021,q4,pulwama ,462342,988006961.9135485
jammu & kashmir,2021,q4,ramban ,199682,423301690.5890018
jammu & kashmir,2021,q4,rajouri ,363872,998884379.6677287
jammu & kashmir,2021,q4,kulgam ,279358,450818697.9289175
jammu & kashmir,2021,q4,budgam ,678080,1358477847.9462016
jammu & kashmir,2021,q4,anantnag ,683078,1035794983.4736751
jammu & kashmir,2021,q4,kupwara ,597802,1313830800.64671
jammu & kashmir,2022,q1,muzaffarabad ,5151,19960049.91358368
jammu & kashmir,2022,q1,doda ,243924,421316780.2833054
jammu & kashmir,2022,q1,samba ,588078,1229539785.5198188
jammu & kashmir,2022,q1,mirpur ,38244,124084071.18939105
jammu & kashmir,2022,q1,srinagar ,2743701,5949336258.494824
jammu & kashmir,2022,q1,baramulla ,877608,1607194898.3390284
jammu & kashmir,2022,q1,jammu ,5510056,11881749307.528316
jammu & kashmir,2022,q1,ganderbal ,210863,345901039.9280174
jammu & kashmir,2022,q1,udhampur ,729905,1568037829.8497906
jammu & kashmir,2022,q1,bandipore ,259483,442350711.2491821
jammu & kashmir,2022,q1,reasi ,362457,730878668.0515049
jammu & kashmir,2022,q1,shopian ,162032,256594552.48595798
jammu & kashmir,2022,q1,poonch ,242450,638025507.382849
jammu & kashmir,2022,q1,kathua ,608852,1177353985.585809
jammu & kashmir,2022,q1,kishtwar ,142061,253794904.9452212
jammu & kashmir,2022,q1,pulwama ,508605,1004677770.5886711
jammu & kashmir,2022,q1,ramban ,212611,426250571.16478634
jammu & kashmir,2022,q1,rajouri ,397302,1014911355.8101926
jammu & kashmir,2022,q1,kulgam ,300260,402883161.9725286
jammu & kashmir,2022,q1,budgam ,718312,1319712135.4938066
jammu & kashmir,2022,q1,anantnag ,728868,1032527025.5719063
jammu & kashmir,2022,q1,kupwara ,654488,1300783254.8105645
jammu & kashmir,2022,q2,muzaffarabad ,10444,33449179.766689982
jammu & kashmir,2022,q2,doda ,339886,563086389.1667428
jammu & kashmir,2022,q2,samba ,783532,1573110669.1012697
jammu & kashmir,2022,q2,mirpur ,56603,166355428.48376888
jammu & kashmir,2022,q2,srinagar ,4660647,9640282801.134443
jammu & kashmir,2022,q2,baramulla ,1226879,2154959862.6085277
jammu & kashmir,2022,q2,jammu ,7441002,14880950856.224466
jammu & kashmir,2022,q2,ganderbal ,408175,736411674.659951
jammu & kashmir,2022,q2,udhampur ,947548,1877648827.4614248
jammu & kashmir,2022,q2,bandipore ,360875,621882624.2601936
jammu & kashmir,2022,q2,reasi ,548687,1063805328.4910237
jammu & kashmir,2022,q2,shopian ,268677,434290103.6395203
jammu & kashmir,2022,q2,poonch ,357832,884012060.8643444
jammu & kashmir,2022,q2,kathua ,817009,1514113031.121934
jammu & kashmir,2022,q2,kishtwar ,188126,322575247.5125381
jammu & kashmir,2022,q2,pulwama ,790442,1527002272.083313
jammu & kashmir,2022,q2,ramban ,320262,607095737.0299164
jammu & kashmir,2022,q2,rajouri ,565064,1321641184.8698494
jammu & kashmir,2022,q2,kulgam ,479844,650870806.9906567
jammu & kashmir,2022,q2,budgam ,1052343,1977187447.2169597
jammu & kashmir,2022,q2,anantnag ,1214291,1884518051.065606
jammu & kashmir,2022,q2,kupwara ,975579,1819041252.88245
jammu & kashmir,2022,q3,muzaffarabad ,12533,36613737.026607536
jammu & kashmir,2022,q3,doda ,373904,609472501.3634437
jammu & kashmir,2022,q3,samba ,842829,1581915447.7990084
jammu & kashmir,2022,q3,mirpur ,57562,165963511.14880985
jammu & kashmir,2022,q3,srinagar ,2447805,4804161643.106109
jammu & kashmir,2022,q3,baramulla ,1311393,2203515919.7910256
jammu & kashmir,2022,q3,jammu ,7526503,13607597636.170393
jammu & kashmir,2022,q3,ganderbal ,472648,930632192.6087635
jammu & kashmir,2022,q3,udhampur ,997199,1863833971.9477148
jammu & kashmir,2022,q3,bandipore ,386029,668983199.9584781
jammu & kashmir,2022,q3,reasi ,570648,1072011932.774343
jammu & kashmir,2022,q3,shopian ,320567,501659068.4017532
jammu & kashmir,2022,q3,poonch ,388681,897489057.0183108
jammu & kashmir,2022,q3,kathua ,834884,1473463666.339784
jammu & kashmir,2022,q3,kishtwar ,225295,396196222.3084749
jammu & kashmir,2022,q3,pulwama ,847472,1623093820.1695747
jammu & kashmir,2022,q3,ramban ,366778,680698346.3950101
jammu & kashmir,2022,q3,rajouri ,579577,1320001714.339793
jammu & kashmir,2022,q3,kulgam ,539004,763535701.9158515
jammu & kashmir,2022,q3,budgam ,1140418,1992489881.6152542
jammu & kashmir,2022,q3,anantnag ,1263844,1939518538.6283112
jammu & kashmir,2022,q3,kupwara ,1028821,1830706791.4213793
jammu & kashmir,2022,q4,muzaffarabad ,14832,35055780.855990365
jammu & kashmir,2022,q4,doda ,513476,629795395.8400228
jammu & kashmir,2022,q4,samba ,1025985,1822006887.441403
jammu & kashmir,2022,q4,mirpur ,72961,184917178.2132864
jammu & kashmir,2022,q4,srinagar ,3176470,5356773720.96018
jammu & kashmir,2022,q4,baramulla ,1599504,2370515820.01391
jammu & kashmir,2022,q4,jammu ,9213783,15674936388.296492
jammu & kashmir,2022,q4,ganderbal ,411732,597517710.9861526
jammu & kashmir,2022,q4,udhampur ,1227109,2035000646.9887607
jammu & kashmir,2022,q4,bandipore ,451513,626896193.6954811
jammu & kashmir,2022,q4,reasi ,700011,1146621584.5183542
jammu & kashmir,2022,q4,shopian ,402989,610805803.8629034
jammu & kashmir,2022,q4,poonch ,538857,1050594398.560792
jammu & kashmir,2022,q4,kathua ,1035799,1765328885.276795
jammu & kashmir,2022,q4,kishtwar ,283374,387202223.58237594
jammu & kashmir,2022,q4,pulwama ,963378,1594427876.0287037
jammu & kashmir,2022,q4,ramban ,438060,692350601.4061894
jammu & kashmir,2022,q4,rajouri ,726588,1476623503.222388
jammu & kashmir,2022,q4,kulgam ,654424,837066487.4013662
jammu & kashmir,2022,q4,budgam ,1306982,1932170615.5444055
jammu & kashmir,2022,q4,anantnag ,1338553,1684090753.6075988
jammu & kashmir,2022,q4,kupwara ,1219778,1804597459.1902237
jharkhand,2018,q1,ramgarh ,97459,85844869.66475454
jharkhand,2018,q1,ranchi ,356622,434234048.4962647
jharkhand,2018,q1,east singhbhum ,220276,257229540.65490007
jharkhand,2018,q1,jamtara ,21925,37530176.98115201
jharkhand,2018,q1,dumka ,37867,33366389.64390042
jharkhand,2018,q1,koderma ,58922,76001334.68492848
jharkhand,2018,q1,hazaribagh ,150709,171297280.2361688
jharkhand,2018,q1,simdega ,6739,9328083.907140622
jharkhand,2018,q1,garhwa ,47858,105426064.77369875
jharkhand,2018,q1,saraikela kharsawan ,83449,74573902.81878725
jharkhand,2018,q1,gumla ,12079,15422722.31229529
jharkhand,2018,q1,chatra ,28364,48808252.9144469
jharkhand,2018,q1,khunti ,10377,12238451.413852565
jharkhand,2018,q1,dhanbad ,340878,271973005.2993548
jharkhand,2018,q1,godda ,36994,36033979.36832302
jharkhand,2018,q1,deoghar ,70058,91100585.73781538
jharkhand,2018,q1,palamu ,84608,128141542.2688809
jharkhand,2018,q1,latehar ,20416,35121829.70128228
jharkhand,2018,q1,west singhbhum ,34197,38008802.03968498
jharkhand,2018,q1,pakur ,17321,10639883.904580789
jharkhand,2018,q1,lohardaga ,15716,16349311.325518148
jharkhand,2018,q1,sahebganj ,30741,44038697.06983768
jharkhand,2018,q1,giridih ,131905,131409945.94483337
jharkhand,2018,q1,bokaro ,263441,210067688.75698972
jharkhand,2018,q2,ramgarh ,120655,173725383.96619216
jharkhand,2018,q2,ranchi ,501072,820976014.2247977
jharkhand,2018,q2,east singhbhum ,323829,467008622.29054534
jharkhand,2018,q2,jamtara ,33336,65954452.967897445
jharkhand,2018,q2,dumka ,52730,62513760.31002599
jharkhand,2018,q2,koderma ,78447,157457238.23045406
jharkhand,2018,q2,hazaribagh ,214298,371520189.2845477
jharkhand,2018,q2,simdega ,9842,19536971.86893055
jharkhand,2018,q2,garhwa ,80546,248149219.75080514
jharkhand,2018,q2,saraikela kharsawan ,117686,128312051.58743985
jharkhand,2018,q2,gumla ,18470,30300849.443379648
jharkhand,2018,q2,chatra ,42721,103935683.23963837
jharkhand,2018,q2,khunti ,14808,24028506.190518655
jharkhand,2018,q2,dhanbad ,520547,503649314.08955395
jharkhand,2018,q2,godda ,55790,94877071.5958207
jharkhand,2018,q2,deoghar ,96438,148363954.84218916
jharkhand,2018,q2,palamu ,131021,325976624.8230643
jharkhand,2018,q2,latehar ,31244,78012578.84608759
jharkhand,2018,q2,west singhbhum ,49609,69912382.99671319
jharkhand,2018,q2,pakur ,24613,32269216.251769222
jharkhand,2018,q2,lohardaga ,20959,31539375.169917487
jharkhand,2018,q2,sahebganj ,44517,97661893.23262924
jharkhand,2018,q2,giridih ,172783,267172044.8851918
jharkhand,2018,q2,bokaro ,396119,398722258.97476417
jharkhand,2018,q3,ramgarh ,264474,310366602.6469911
jharkhand,2018,q3,ranchi ,1040485,1373309866.0578432
jharkhand,2018,q3,east singhbhum ,716556,825516933.9712927
jharkhand,2018,q3,jamtara ,73849,76580887.24947754
jharkhand,2018,q3,dumka ,151655,133011457.10467342
jharkhand,2018,q3,koderma ,138942,249949409.4803542
jharkhand,2018,q3,hazaribagh ,542701,663718370.6947035
jharkhand,2018,q3,simdega ,13726,25648369.734839424
jharkhand,2018,q3,garhwa ,108433,336403685.7283772
jharkhand,2018,q3,saraikela kharsawan ,290800,265695487.6867497
jharkhand,2018,q3,gumla ,25772,42595638.74931184
jharkhand,2018,q3,chatra ,79849,174206860.24867332
jharkhand,2018,q3,khunti ,21153,44676454.34154199
jharkhand,2018,q3,dhanbad ,2064271,1383326534.6497746
jharkhand,2018,q3,godda ,74223,125755382.3951503
jharkhand,2018,q3,deoghar ,152113,198908051.87959886
jharkhand,2018,q3,palamu ,166304,405648506.51824975
jharkhand,2018,q3,latehar ,44859,121527383.17373994
jharkhand,2018,q3,west singhbhum ,79053,112805093.1913876
jharkhand,2018,q3,pakur ,40103,53635968.332766
jharkhand,2018,q3,lohardaga ,29529,51299901.60382438
jharkhand,2018,q3,sahebganj ,63020,126227082.25502507
jharkhand,2018,q3,giridih ,334079,457115389.3922781
jharkhand,2018,q3,bokaro ,1606672,1103642100.617909
jharkhand,2018,q4,ramgarh ,245189,412829670.89178383
jharkhand,2018,q4,ranchi ,997887,1817673935.7006779
jharkhand,2018,q4,east singhbhum ,616640,990453488.2225387
jharkhand,2018,q4,jamtara ,69899,88236099.31173173
jharkhand,2018,q4,dumka ,108716,130199956.43032046
jharkhand,2018,q4,koderma ,145018,347563723.9094753
jharkhand,2018,q4,hazaribagh ,454790,843013094.1120856
jharkhand,2018,q4,simdega ,19546,44876911.67864157
jharkhand,2018,q4,garhwa ,150200,498426272.61469066
jharkhand,2018,q4,saraikela kharsawan ,242853,296733243.1740029
jharkhand,2018,q4,gumla ,35436,74139877.45931
jharkhand,2018,q4,chatra ,99556,275373551.3442755
jharkhand,2018,q4,khunti ,27189,58660541.43013879
jharkhand,2018,q4,dhanbad ,1062585,1128043527.8329782
jharkhand,2018,q4,godda ,111530,195266208.56380132
jharkhand,2018,q4,deoghar ,152383,236116834.01685223
jharkhand,2018,q4,palamu ,234378,620094977.5658048
jharkhand,2018,q4,latehar ,69590,215459501.83440596
jharkhand,2018,q4,west singhbhum ,94778,161602065.21757331
jharkhand,2018,q4,pakur ,58677,76373283.19081725
jharkhand,2018,q4,lohardaga ,35604,81171963.13151148
jharkhand,2018,q4,sahebganj ,88654,175686520.1584292
jharkhand,2018,q4,giridih ,364032,575695972.035529
jharkhand,2018,q4,bokaro ,798913,898225421.2948879
jharkhand,2019,q1,ramgarh ,349693,489903880.8153255
jharkhand,2019,q1,ranchi ,1958897,3112736131.120337
jharkhand,2019,q1,east singhbhum ,909285,1244357275.145483
jharkhand,2019,q1,jamtara ,92090,106210459.76307851
jharkhand,2019,q1,dumka ,161100,170044993.11020815
jharkhand,2019,q1,koderma ,206484,382615731.9092488
jharkhand,2019,q1,hazaribagh ,658381,1096533636.5584443
jharkhand,2019,q1,simdega ,21230,49042353.79927784
jharkhand,2019,q1,garhwa ,189007,622547866.7237244
jharkhand,2019,q1,saraikela kharsawan ,395831,376316821.2155843
jharkhand,2019,q1,gumla ,44668,89190224.49664608
jharkhand,2019,q1,chatra ,139459,349699443.98078203
jharkhand,2019,q1,khunti ,36962,76762554.1396697
jharkhand,2019,q1,dhanbad ,1390250,1330543703.1307168
jharkhand,2019,q1,godda ,193681,262228609.84591857
jharkhand,2019,q1,deoghar ,204610,311986223.28785783
jharkhand,2019,q1,palamu ,336935,875063883.7575887
jharkhand,2019,q1,latehar ,105495,304872788.6697321
jharkhand,2019,q1,west singhbhum ,132348,203416567.0013063
jharkhand,2019,q1,pakur ,89881,101085742.56454855
jharkhand,2019,q1,lohardaga ,44688,101421187.79935181
jharkhand,2019,q1,sahebganj ,111302,229450483.51369292
jharkhand,2019,q1,giridih ,540524,695057378.0180323
jharkhand,2019,q1,bokaro ,1074907,1046148508.9114575
jharkhand,2019,q2,ramgarh ,331688,593592675.6244884
jharkhand,2019,q2,ranchi ,3147028,5924687357.225821
jharkhand,2019,q2,east singhbhum ,960100,1505995808.375913
jharkhand,2019,q2,jamtara ,62476,117513448.63148057
jharkhand,2019,q2,dumka ,120692,195596448.81764007
jharkhand,2019,q2,koderma ,194180,466014390.1260528
jharkhand,2019,q2,hazaribagh ,633673,1332857266.8961062
jharkhand,2019,q2,simdega ,27420,68451218.94833788
jharkhand,2019,q2,garhwa ,205986,744151237.499465
jharkhand,2019,q2,saraikela kharsawan ,328153,412040653.554274
jharkhand,2019,q2,gumla ,49344,105885709.66313219
jharkhand,2019,q2,chatra ,145939,427446541.16172373
jharkhand,2019,q2,khunti ,38486,92472196.04874589
jharkhand,2019,q2,dhanbad ,1279110,1614589568.7048624
jharkhand,2019,q2,godda ,143913,298191584.8881432
jharkhand,2019,q2,deoghar ,216404,385121235.7476239
jharkhand,2019,q2,palamu ,330327,1046448701.3271729
jharkhand,2019,q2,latehar ,104321,330417179.3593244
jharkhand,2019,q2,west singhbhum ,127553,243625440.90217423
jharkhand,2019,q2,pakur ,67895,110901285.51662283
jharkhand,2019,q2,lohardaga ,49909,114529140.20313537
jharkhand,2019,q2,sahebganj ,95569,250029522.62360385
jharkhand,2019,q2,giridih ,447860,872870570.3762811
jharkhand,2019,q2,bokaro ,1020185,1369272123.3242126
jharkhand,2019,q3,ramgarh ,466086,666327597.117374
jharkhand,2019,q3,ranchi ,3924885,6987035689.115903
jharkhand,2019,q3,east singhbhum ,1439445,1863746509.1365323
jharkhand,2019,q3,jamtara ,74851,142379562.4853839
jharkhand,2019,q3,dumka ,163465,254711658.17907476
jharkhand,2019,q3,koderma ,218889,472984198.32100344
jharkhand,2019,q3,hazaribagh ,917999,1501364416.6671975
jharkhand,2019,q3,simdega ,32543,71672793.4660503
jharkhand,2019,q3,garhwa ,253092,766713453.1640826
jharkhand,2019,q3,saraikela kharsawan ,436371,499189494.0970435
jharkhand,2019,q3,gumla ,60628,120987411.12363127
jharkhand,2019,q3,chatra ,191618,462948245.07882226
jharkhand,2019,q3,khunti ,46902,96458968.46191373
jharkhand,2019,q3,dhanbad ,2290227,1900631592.4346042
jharkhand,2019,q3,godda ,156420,330294444.3316301
jharkhand,2019,q3,deoghar ,344455,555613175.4677337
jharkhand,2019,q3,palamu ,408718,1090919704.3977737
jharkhand,2019,q3,latehar ,144588,398425179.6788881
jharkhand,2019,q3,west singhbhum ,172682,269069817.53950894
jharkhand,2019,q3,pakur ,70296,127897219.12087816
jharkhand,2019,q3,lohardaga ,60724,122597923.83547777
jharkhand,2019,q3,sahebganj ,109215,274001393.08005285
jharkhand,2019,q3,giridih ,498118,876022719.9153262
jharkhand,2019,q3,bokaro ,1738430,1613980827.1432543
jharkhand,2019,q4,ramgarh ,606260,907240261.0972492
jharkhand,2019,q4,ranchi ,4962725,8766487755.261751
jharkhand,2019,q4,east singhbhum ,1743320,2454308540.295499
jharkhand,2019,q4,jamtara ,128678,181420052.0316623
jharkhand,2019,q4,dumka ,246083,333225930.0008347
jharkhand,2019,q4,koderma ,300610,620039096.2061743
jharkhand,2019,q4,hazaribagh ,1115893,1919987793.5106766
jharkhand,2019,q4,simdega ,50843,111985838.91556814
jharkhand,2019,q4,garhwa ,353292,1079121447.7061095
jharkhand,2019,q4,saraikela kharsawan ,542522,632386702.9813409
jharkhand,2019,q4,gumla ,88718,182271440.1914146
jharkhand,2019,q4,chatra ,266238,605474152.4401714
jharkhand,2019,q4,khunti ,63682,141760019.40566558
jharkhand,2019,q4,dhanbad ,2966376,2559078950.795422
jharkhand,2019,q4,godda ,223042,498672089.4866885
jharkhand,2019,q4,deoghar ,411994,652381524.6441478
jharkhand,2019,q4,palamu ,568241,1542916983.3263822
jharkhand,2019,q4,latehar ,178887,527968456.97653687
jharkhand,2019,q4,west singhbhum ,237879,373351248.94109875
jharkhand,2019,q4,pakur ,101976,169185786.96339715
jharkhand,2019,q4,lohardaga ,84315,178315463.61294547
jharkhand,2019,q4,sahebganj ,148678,378366809.0588422
jharkhand,2019,q4,giridih ,664950,1173756910.3354383
jharkhand,2019,q4,bokaro ,2193416,2158045122.491934
jharkhand,2020,q1,ramgarh ,695324,1086274774.7268305
jharkhand,2020,q1,ranchi ,5132983,10593904951.012724
jharkhand,2020,q1,east singhbhum ,1934537,3099559621.386287
jharkhand,2020,q1,jamtara ,110484,209697372.97611183
jharkhand,2020,q1,dumka ,224016,383229546.99452996
jharkhand,2020,q1,koderma ,365431,822439808.7029362
