state,year,quater,district,registered_user,app_opening
madhya pradesh,2018,q2,chhatarpur ,48506,0
madhya pradesh,2018,q3,morena ,75004,0
madhya pradesh,2018,q3,alirajpur ,7606,0
madhya pradesh,2018,q3,sehore ,103905,0
madhya pradesh,2018,q3,rajgarh ,70348,0
madhya pradesh,2018,q3,khargone ,72892,0
madhya pradesh,2018,q3,satna ,103407,0
madhya pradesh,2018,q3,narsinghpur ,64578,0
madhya pradesh,2018,q3,jabalpur ,193535,0
madhya pradesh,2018,q3,hoshangabad ,84713,0
madhya pradesh,2018,q3,vidisha ,76590,0
madhya pradesh,2018,q3,balaghat ,68079,0
madhya pradesh,2018,q3,singrauli ,73175,0
madhya pradesh,2018,q3,betul ,83041,0
madhya pradesh,2018,q3,sidhi ,35518,0
madhya pradesh,2018,q3,datia ,30483,0
madhya pradesh,2018,q3,dewas ,105774,0
madhya pradesh,2018,q3,sheopur ,17723,0
madhya pradesh,2018,q3,neemuch ,47901,0
madhya pradesh,2018,q3,raisen ,78648,0
madhya pradesh,2018,q3,mandsaur ,73577,0
madhya pradesh,2018,q3,barwani ,29421,0
madhya pradesh,2018,q3,katni ,49748,0
madhya pradesh,2018,q3,dindori ,12903,0
madhya pradesh,2018,q3,shivpuri ,47616,0
madhya pradesh,2018,q3,gwalior ,236305,0
madhya pradesh,2018,q3,anuppur ,32188,0
madhya pradesh,2018,q3,agar malwa ,22143,0
madhya pradesh,2018,q3,ashoknagar ,30102,0
madhya pradesh,2018,q3,sagar ,128283,0
madhya pradesh,2018,q3,niwari ,12173,0
madhya pradesh,2018,q3,rewa ,125803,0
madhya pradesh,2018,q3,shajapur ,52686,0
madhya pradesh,2018,q3,ujjain ,143770,0
madhya pradesh,2018,q3,bhind ,61906,0
madhya pradesh,2018,q3,tikamgarh ,28168,0
madhya pradesh,2018,q3,seoni ,51561,0
madhya pradesh,2018,q3,harda ,30835,0
madhya pradesh,2018,q3,burhanpur ,28441,0
madhya pradesh,2018,q3,damoh ,42032,0
madhya pradesh,2018,q3,bhopal ,474192,0
madhya pradesh,2018,q3,jhabua ,18084,0
madhya pradesh,2018,q3,dhar ,110726,0
madhya pradesh,2018,q3,guna ,67630,0
madhya pradesh,2018,q3,east nimar ,50390,0
madhya pradesh,2018,q3,chhindwara ,109266,0
madhya pradesh,2018,q3,umaria ,20386,0
madhya pradesh,2018,q3,mandla ,25522,0
madhya pradesh,2018,q3,indore ,585621,0
madhya pradesh,2018,q3,shahdol ,45154,0
madhya pradesh,2018,q3,ratlam ,85431,0
madhya pradesh,2018,q3,panna ,24008,0
madhya pradesh,2018,q3,chhatarpur ,60318,0
madhya pradesh,2018,q4,morena ,95267,0
madhya pradesh,2018,q4,alirajpur ,10442,0
madhya pradesh,2018,q4,sehore ,125974,0
madhya pradesh,2018,q4,rajgarh ,88511,0
madhya pradesh,2018,q4,khargone ,91189,0
madhya pradesh,2018,q4,satna ,133865,0
madhya pradesh,2018,q4,narsinghpur ,80034,0
madhya pradesh,2018,q4,jabalpur ,248495,0
madhya pradesh,2018,q4,hoshangabad ,104621,0
madhya pradesh,2018,q4,vidisha ,95544,0
madhya pradesh,2018,q4,balaghat ,88279,0
madhya pradesh,2018,q4,singrauli ,90217,0
madhya pradesh,2018,q4,betul ,103060,0
madhya pradesh,2018,q4,sidhi ,46218,0
madhya pradesh,2018,q4,datia ,39314,0
madhya pradesh,2018,q4,dewas ,129719,0
madhya pradesh,2018,q4,sheopur ,22653,0
madhya pradesh,2018,q4,neemuch ,59043,0
madhya pradesh,2018,q4,raisen ,97966,0
madhya pradesh,2018,q4,mandsaur ,91133,0
madhya pradesh,2018,q4,barwani ,37607,0
madhya pradesh,2018,q4,katni ,65040,0
madhya pradesh,2018,q4,dindori ,17502,0
madhya pradesh,2018,q4,shivpuri ,60316,0
madhya pradesh,2018,q4,gwalior ,284894,0
madhya pradesh,2018,q4,anuppur ,41252,0
madhya pradesh,2018,q4,agar malwa ,27331,0
madhya pradesh,2018,q4,ashoknagar ,37390,0
madhya pradesh,2018,q4,sagar ,162788,0
madhya pradesh,2018,q4,niwari ,15512,0
madhya pradesh,2018,q4,rewa ,160024,0
madhya pradesh,2018,q4,shajapur ,64217,0
madhya pradesh,2018,q4,ujjain ,177894,0
madhya pradesh,2018,q4,bhind ,78871,0
madhya pradesh,2018,q4,tikamgarh ,36395,0
madhya pradesh,2018,q4,seoni ,66772,0
madhya pradesh,2018,q4,harda ,37692,0
madhya pradesh,2018,q4,burhanpur ,35494,0
madhya pradesh,2018,q4,damoh ,52293,0
madhya pradesh,2018,q4,bhopal ,571518,0
madhya pradesh,2018,q4,jhabua ,23354,0
madhya pradesh,2018,q4,dhar ,137501,0
madhya pradesh,2018,q4,guna ,83686,0
madhya pradesh,2018,q4,east nimar ,62581,0
madhya pradesh,2018,q4,chhindwara ,139301,0
madhya pradesh,2018,q4,umaria ,26096,0
madhya pradesh,2018,q4,mandla ,34894,0
madhya pradesh,2018,q4,indore ,712479,0
madhya pradesh,2018,q4,shahdol ,58381,0
madhya pradesh,2018,q4,ratlam ,104855,0
madhya pradesh,2018,q4,panna ,31291,0
madhya pradesh,2018,q4,chhatarpur ,78677,0
madhya pradesh,2019,q1,morena ,113900,0
madhya pradesh,2019,q1,alirajpur ,13122,0
madhya pradesh,2019,q1,sehore ,149925,0
madhya pradesh,2019,q1,rajgarh ,106743,0
madhya pradesh,2019,q1,khargone ,109408,0
madhya pradesh,2019,q1,satna ,160954,0
madhya pradesh,2019,q1,narsinghpur ,95833,0
madhya pradesh,2019,q1,jabalpur ,295042,0
madhya pradesh,2019,q1,hoshangabad ,123858,0
madhya pradesh,2019,q1,vidisha ,112602,0
madhya pradesh,2019,q1,balaghat ,108073,0
madhya pradesh,2019,q1,singrauli ,107427,0
madhya pradesh,2019,q1,betul ,122961,0
madhya pradesh,2019,q1,sidhi ,55922,0
madhya pradesh,2019,q1,datia ,46221,0
madhya pradesh,2019,q1,dewas ,155786,0
madhya pradesh,2019,q1,sheopur ,27456,0
madhya pradesh,2019,q1,neemuch ,72918,0
madhya pradesh,2019,q1,raisen ,117214,0
madhya pradesh,2019,q1,mandsaur ,112086,0
madhya pradesh,2019,q1,barwani ,46138,0
madhya pradesh,2019,q1,katni ,79580,0
madhya pradesh,2019,q1,dindori ,22197,0
madhya pradesh,2019,q1,shivpuri ,73259,0
madhya pradesh,2019,q1,gwalior ,331504,0
madhya pradesh,2019,q1,anuppur ,49988,0
madhya pradesh,2019,q1,agar malwa ,33425,0
madhya pradesh,2019,q1,ashoknagar ,44386,0
madhya pradesh,2019,q1,sagar ,194467,0
madhya pradesh,2019,q1,niwari ,19076,0
madhya pradesh,2019,q1,rewa ,188803,0
madhya pradesh,2019,q1,shajapur ,76924,0
madhya pradesh,2019,q1,ujjain ,214818,0
madhya pradesh,2019,q1,bhind ,94313,0
madhya pradesh,2019,q1,tikamgarh ,44716,0
madhya pradesh,2019,q1,seoni ,82398,0
madhya pradesh,2019,q1,harda ,43995,0
madhya pradesh,2019,q1,burhanpur ,42152,0
madhya pradesh,2019,q1,damoh ,62435,0
madhya pradesh,2019,q1,bhopal ,670417,0
madhya pradesh,2019,q1,jhabua ,29064,0
madhya pradesh,2019,q1,dhar ,166663,0
madhya pradesh,2019,q1,guna ,98816,0
madhya pradesh,2019,q1,east nimar ,75806,0
madhya pradesh,2019,q1,chhindwara ,168633,0
madhya pradesh,2019,q1,umaria ,31962,0
madhya pradesh,2019,q1,mandla ,44325,0
madhya pradesh,2019,q1,indore ,844465,0
madhya pradesh,2019,q1,shahdol ,71433,0
madhya pradesh,2019,q1,ratlam ,127023,0
madhya pradesh,2019,q1,panna ,38426,0
madhya pradesh,2019,q1,chhatarpur ,95345,0
madhya pradesh,2019,q2,morena ,130988,777753
madhya pradesh,2019,q2,alirajpur ,15642,75803
madhya pradesh,2019,q2,sehore ,168843,1607496
madhya pradesh,2019,q2,rajgarh ,122223,914718
madhya pradesh,2019,q2,khargone ,126108,754539
madhya pradesh,2019,q2,satna ,182176,1103731
madhya pradesh,2019,q2,narsinghpur ,108271,651430
madhya pradesh,2019,q2,jabalpur ,336963,1955565
madhya pradesh,2019,q2,hoshangabad ,139812,794980
madhya pradesh,2019,q2,vidisha ,127894,871790
madhya pradesh,2019,q2,balaghat ,124374,842881
madhya pradesh,2019,q2,singrauli ,118756,944546
madhya pradesh,2019,q2,betul ,139098,864376
madhya pradesh,2019,q2,sidhi ,63838,424569
madhya pradesh,2019,q2,datia ,51973,290545
madhya pradesh,2019,q2,dewas ,177137,1331142
madhya pradesh,2019,q2,sheopur ,31903,184994
madhya pradesh,2019,q2,neemuch ,83550,500354
madhya pradesh,2019,q2,raisen ,132559,971165
madhya pradesh,2019,q2,mandsaur ,128631,773359
madhya pradesh,2019,q2,barwani ,54556,277619
madhya pradesh,2019,q2,katni ,92245,527269
madhya pradesh,2019,q2,dindori ,26511,200672
madhya pradesh,2019,q2,shivpuri ,86583,501054
madhya pradesh,2019,q2,gwalior ,373367,2306557
madhya pradesh,2019,q2,anuppur ,56658,377803
madhya pradesh,2019,q2,agar malwa ,38600,292056
madhya pradesh,2019,q2,ashoknagar ,50062,279455
madhya pradesh,2019,q2,sagar ,219328,1334316
madhya pradesh,2019,q2,niwari ,22172,132750
madhya pradesh,2019,q2,rewa ,211420,1287270
madhya pradesh,2019,q2,shajapur ,87512,629192
madhya pradesh,2019,q2,ujjain ,247033,1607376
madhya pradesh,2019,q2,bhind ,109406,631202
madhya pradesh,2019,q2,tikamgarh ,51785,327273
madhya pradesh,2019,q2,seoni ,95004,627785
madhya pradesh,2019,q2,harda ,49716,277928
madhya pradesh,2019,q2,burhanpur ,47659,216546
madhya pradesh,2019,q2,damoh ,70868,405290
madhya pradesh,2019,q2,bhopal ,756839,7697255
madhya pradesh,2019,q2,jhabua ,34299,183947
madhya pradesh,2019,q2,dhar ,190659,1306926
madhya pradesh,2019,q2,guna ,112899,675382
madhya pradesh,2019,q2,east nimar ,87794,538741
madhya pradesh,2019,q2,chhindwara ,192226,1236564
madhya pradesh,2019,q2,umaria ,36814,252403
madhya pradesh,2019,q2,mandla ,52317,300514
madhya pradesh,2019,q2,indore ,955207,7253934
madhya pradesh,2019,q2,shahdol ,80859,533248
madhya pradesh,2019,q2,ratlam ,144931,880438
madhya pradesh,2019,q2,panna ,44821,285489
madhya pradesh,2019,q2,chhatarpur ,110283,622161
madhya pradesh,2019,q3,morena ,148083,2558044
madhya pradesh,2019,q3,alirajpur ,18270,257443
madhya pradesh,2019,q3,sehore ,187387,6080342
madhya pradesh,2019,q3,rajgarh ,136848,3338233
madhya pradesh,2019,q3,khargone ,141346,2690866
madhya pradesh,2019,q3,satna ,203019,3664411
madhya pradesh,2019,q3,narsinghpur ,120875,2274938
madhya pradesh,2019,q3,jabalpur ,380209,7606084
madhya pradesh,2019,q3,hoshangabad ,155059,2757837
madhya pradesh,2019,q3,vidisha ,144856,3295731
madhya pradesh,2019,q3,balaghat ,140473,2940988
madhya pradesh,2019,q3,singrauli ,128398,3202868
madhya pradesh,2019,q3,betul ,154313,2992371
madhya pradesh,2019,q3,sidhi ,70641,1355033
madhya pradesh,2019,q3,datia ,57230,935190
madhya pradesh,2019,q3,dewas ,198483,5008074
madhya pradesh,2019,q3,sheopur ,35602,615351
madhya pradesh,2019,q3,neemuch ,93754,1784172
madhya pradesh,2019,q3,raisen ,146998,3523241
madhya pradesh,2019,q3,mandsaur ,144312,2768886
madhya pradesh,2019,q3,barwani ,62370,1003282
madhya pradesh,2019,q3,katni ,103909,1770759
madhya pradesh,2019,q3,dindori ,29957,660281
madhya pradesh,2019,q3,shivpuri ,99753,1753937
madhya pradesh,2019,q3,gwalior ,417846,8875564
madhya pradesh,2019,q3,anuppur ,62143,1313916
madhya pradesh,2019,q3,agar malwa ,43676,1029333
madhya pradesh,2019,q3,ashoknagar ,55130,940189
madhya pradesh,2019,q3,sagar ,243729,4741797
madhya pradesh,2019,q3,niwari ,24850,431904
madhya pradesh,2019,q3,rewa ,232367,4200296
madhya pradesh,2019,q3,shajapur ,98393,2337301
madhya pradesh,2019,q3,ujjain ,280589,6334170
madhya pradesh,2019,q3,bhind ,123531,2077370
madhya pradesh,2019,q3,tikamgarh ,58461,1053442
madhya pradesh,2019,q3,seoni ,105476,2091333
madhya pradesh,2019,q3,harda ,54924,903997
madhya pradesh,2019,q3,burhanpur ,54323,843768
madhya pradesh,2019,q3,damoh ,78642,1332506
madhya pradesh,2019,q3,bhopal ,846170,34013069
madhya pradesh,2019,q3,jhabua ,39668,646506
madhya pradesh,2019,q3,dhar ,214712,4674725
madhya pradesh,2019,q3,guna ,129027,2417458
madhya pradesh,2019,q3,east nimar ,98963,1908947
madhya pradesh,2019,q3,chhindwara ,214945,4290764
madhya pradesh,2019,q3,umaria ,40677,837857
madhya pradesh,2019,q3,mandla ,59617,1003980
madhya pradesh,2019,q3,indore ,1071598,30899773
madhya pradesh,2019,q3,shahdol ,89794,1918937
madhya pradesh,2019,q3,ratlam ,163826,3484646
madhya pradesh,2019,q3,panna ,49989,873018
madhya pradesh,2019,q3,chhatarpur ,125453,2038452
madhya pradesh,2019,q4,morena ,167329,3159169
madhya pradesh,2019,q4,alirajpur ,21450,346159
madhya pradesh,2019,q4,sehore ,208256,7562268
madhya pradesh,2019,q4,rajgarh ,154830,4313460
madhya pradesh,2019,q4,khargone ,160372,3603726
madhya pradesh,2019,q4,satna ,228680,4817447
madhya pradesh,2019,q4,narsinghpur ,134332,2841784
madhya pradesh,2019,q4,jabalpur ,422786,9017794
madhya pradesh,2019,q4,hoshangabad ,172206,3514682
madhya pradesh,2019,q4,vidisha ,165400,4073865
madhya pradesh,2019,q4,balaghat ,159937,3834727
madhya pradesh,2019,q4,singrauli ,142034,4135327
madhya pradesh,2019,q4,betul ,173691,3951316
madhya pradesh,2019,q4,sidhi ,80459,1795727
madhya pradesh,2019,q4,datia ,64135,1183175
madhya pradesh,2019,q4,dewas ,221533,6060885
madhya pradesh,2019,q4,sheopur ,40736,796162
madhya pradesh,2019,q4,neemuch ,105842,2304046
madhya pradesh,2019,q4,raisen ,165108,4296565
madhya pradesh,2019,q4,mandsaur ,164446,3663257
madhya pradesh,2019,q4,barwani ,72187,1344420
madhya pradesh,2019,q4,katni ,117834,2270464
madhya pradesh,2019,q4,dindori ,34661,858945
madhya pradesh,2019,q4,shivpuri ,117138,2219390
madhya pradesh,2019,q4,gwalior ,461960,10738672
madhya pradesh,2019,q4,anuppur ,69666,1725717
madhya pradesh,2019,q4,agar malwa ,49638,1299939
madhya pradesh,2019,q4,ashoknagar ,61984,1197370
madhya pradesh,2019,q4,sagar ,272650,5872759
madhya pradesh,2019,q4,niwari ,27993,521308
madhya pradesh,2019,q4,rewa ,260351,5452304
madhya pradesh,2019,q4,shajapur ,111387,2954931
madhya pradesh,2019,q4,ujjain ,314250,7706483
madhya pradesh,2019,q4,bhind ,140487,2609386
madhya pradesh,2019,q4,tikamgarh ,67015,1322633
madhya pradesh,2019,q4,seoni ,119177,2659804
madhya pradesh,2019,q4,harda ,61192,1185372
madhya pradesh,2019,q4,burhanpur ,62012,1107161
madhya pradesh,2019,q4,damoh ,88723,1655595
madhya pradesh,2019,q4,bhopal ,926576,38780902
madhya pradesh,2019,q4,jhabua ,45768,814254
madhya pradesh,2019,q4,dhar ,242108,6002521
madhya pradesh,2019,q4,guna ,150709,3020481
madhya pradesh,2019,q4,east nimar ,111341,2391157
madhya pradesh,2019,q4,chhindwara ,240962,5506331
madhya pradesh,2019,q4,umaria ,45879,1095825
madhya pradesh,2019,q4,mandla ,68825,1314703
madhya pradesh,2019,q4,indore ,1181500,38446764
madhya pradesh,2019,q4,shahdol ,101136,2465517
madhya pradesh,2019,q4,ratlam ,183893,4312980
madhya pradesh,2019,q4,panna ,57005,1158269
madhya pradesh,2019,q4,chhatarpur ,145672,2561078
madhya pradesh,2020,q1,morena ,187857,3837024
madhya pradesh,2020,q1,alirajpur ,24827,436047
madhya pradesh,2020,q1,sehore ,228553,8068977
madhya pradesh,2020,q1,rajgarh ,174122,5166263
madhya pradesh,2020,q1,khargone ,180658,4246643
madhya pradesh,2020,q1,satna ,253988,5239450
madhya pradesh,2020,q1,narsinghpur ,148190,3256953
madhya pradesh,2020,q1,jabalpur ,462069,9450502
madhya pradesh,2020,q1,hoshangabad ,190416,4178981
madhya pradesh,2020,q1,vidisha ,184757,4522867
madhya pradesh,2020,q1,balaghat ,179810,4368141
madhya pradesh,2020,q1,singrauli ,156321,4752706
madhya pradesh,2020,q1,betul ,193348,4664926
madhya pradesh,2020,q1,sidhi ,90719,2159571
madhya pradesh,2020,q1,datia ,71709,1402036
madhya pradesh,2020,q1,dewas ,245317,6992853
madhya pradesh,2020,q1,sheopur ,46567,1000018
madhya pradesh,2020,q1,neemuch ,118143,2645531
madhya pradesh,2020,q1,raisen ,184402,4931736
madhya pradesh,2020,q1,mandsaur ,183327,4066701
madhya pradesh,2020,q1,barwani ,82596,1660658
madhya pradesh,2020,q1,katni ,131655,2671976
madhya pradesh,2020,q1,dindori ,39433,980434
madhya pradesh,2020,q1,shivpuri ,134692,2740289
madhya pradesh,2020,q1,gwalior ,506221,11772607
madhya pradesh,2020,q1,anuppur ,76969,1939706
madhya pradesh,2020,q1,agar malwa ,56419,1516404
madhya pradesh,2020,q1,ashoknagar ,69791,1489358
madhya pradesh,2020,q1,sagar ,299753,6458291
madhya pradesh,2020,q1,niwari ,31223,642589
madhya pradesh,2020,q1,rewa ,285832,6038116
madhya pradesh,2020,q1,shajapur ,124615,3445139
madhya pradesh,2020,q1,ujjain ,349476,8577572
madhya pradesh,2020,q1,bhind ,159089,3111987
madhya pradesh,2020,q1,tikamgarh ,75937,1623458
madhya pradesh,2020,q1,seoni ,133334,3134906
madhya pradesh,2020,q1,harda ,67392,1421699
madhya pradesh,2020,q1,burhanpur ,70827,1358449
madhya pradesh,2020,q1,damoh ,98583,1892344
madhya pradesh,2020,q1,bhopal ,1003288,38048310
madhya pradesh,2020,q1,jhabua ,52803,1026941
madhya pradesh,2020,q1,dhar ,270891,6924843
madhya pradesh,2020,q1,guna ,169946,3705575
madhya pradesh,2020,q1,east nimar ,125273,2916328
madhya pradesh,2020,q1,chhindwara ,268008,6375827
madhya pradesh,2020,q1,umaria ,51076,1230506
madhya pradesh,2020,q1,mandla ,77954,1599740
madhya pradesh,2020,q1,indore ,1287857,40721955
madhya pradesh,2020,q1,shahdol ,112022,2748773
madhya pradesh,2020,q1,ratlam ,204718,4810168
madhya pradesh,2020,q1,panna ,64176,1403113
madhya pradesh,2020,q1,chhatarpur ,164422,3076493
madhya pradesh,2020,q2,morena ,217318,5129896
madhya pradesh,2020,q2,alirajpur ,31422,729211
madhya pradesh,2020,q2,sehore ,251480,8117617
madhya pradesh,2020,q2,rajgarh ,198951,6020987
madhya pradesh,2020,q2,khargone ,210140,5461706
madhya pradesh,2020,q2,satna ,281414,5628403
madhya pradesh,2020,q2,narsinghpur ,166358,3793445
madhya pradesh,2020,q2,jabalpur ,507707,7997620
madhya pradesh,2020,q2,hoshangabad ,213924,4541381
madhya pradesh,2020,q2,vidisha ,207720,4961336
madhya pradesh,2020,q2,balaghat ,207076,5527300
madhya pradesh,2020,q2,singrauli ,171262,5115820
madhya pradesh,2020,q2,betul ,217297,5519756
madhya pradesh,2020,q2,sidhi ,102450,2564784
madhya pradesh,2020,q2,datia ,81212,1706107
madhya pradesh,2020,q2,dewas ,275957,7803477
madhya pradesh,2020,q2,sheopur ,54544,1380317
madhya pradesh,2020,q2,neemuch ,134827,2980796
madhya pradesh,2020,q2,raisen ,207040,5410647
madhya pradesh,2020,q2,mandsaur ,208900,4536235
madhya pradesh,2020,q2,barwani ,98117,2245925
madhya pradesh,2020,q2,katni ,148185,2934370
madhya pradesh,2020,q2,dindori ,45900,1159585
madhya pradesh,2020,q2,shivpuri ,156442,3406650
madhya pradesh,2020,q2,gwalior ,554377,10235469
madhya pradesh,2020,q2,anuppur ,85974,2186319
madhya pradesh,2020,q2,agar malwa ,66194,1869353
madhya pradesh,2020,q2,ashoknagar ,80288,1900830
madhya pradesh,2020,q2,sagar ,333878,6979197
madhya pradesh,2020,q2,niwari ,35711,789640
madhya pradesh,2020,q2,rewa ,313486,6612580
madhya pradesh,2020,q2,shajapur ,142935,4213047
madhya pradesh,2020,q2,ujjain ,395028,8399908
madhya pradesh,2020,q2,bhind ,183346,4266447
madhya pradesh,2020,q2,tikamgarh ,87535,2052740
madhya pradesh,2020,q2,seoni ,152359,3792749
madhya pradesh,2020,q2,harda ,76370,1841278
madhya pradesh,2020,q2,burhanpur ,82919,1807039
madhya pradesh,2020,q2,damoh ,112085,2305237
madhya pradesh,2020,q2,bhopal ,1080094,23833983
madhya pradesh,2020,q2,jhabua ,67708,1642394
madhya pradesh,2020,q2,dhar ,310389,7389446
madhya pradesh,2020,q2,guna ,192017,4184669
madhya pradesh,2020,q2,east nimar ,145921,3756177
madhya pradesh,2020,q2,chhindwara ,302791,7241928
madhya pradesh,2020,q2,umaria ,57495,1408949
madhya pradesh,2020,q2,mandla ,90576,1972364
madhya pradesh,2020,q2,indore ,1410157,24675945
madhya pradesh,2020,q2,shahdol ,125221,3026667
madhya pradesh,2020,q2,ratlam ,233307,5260077
madhya pradesh,2020,q2,panna ,73675,1835695
madhya pradesh,2020,q2,chhatarpur ,186944,3616546
madhya pradesh,2020,q3,morena ,243100,5515627
madhya pradesh,2020,q3,alirajpur ,36425,771655
madhya pradesh,2020,q3,sehore ,276075,9913991
madhya pradesh,2020,q3,rajgarh ,224388,7130757
madhya pradesh,2020,q3,khargone ,234694,6430041
madhya pradesh,2020,q3,satna ,311884,7299985
madhya pradesh,2020,q3,narsinghpur ,182823,4534535
madhya pradesh,2020,q3,jabalpur ,555235,10924773
madhya pradesh,2020,q3,hoshangabad ,235930,5467865
madhya pradesh,2020,q3,vidisha ,231156,5977596
madhya pradesh,2020,q3,balaghat ,232874,6555205
madhya pradesh,2020,q3,singrauli ,188497,6614617
madhya pradesh,2020,q3,betul ,241045,6751236
madhya pradesh,2020,q3,sidhi ,114892,3240245
madhya pradesh,2020,q3,datia ,89996,1971313
madhya pradesh,2020,q3,dewas ,303624,9541669
madhya pradesh,2020,q3,sheopur ,61321,1465485
madhya pradesh,2020,q3,neemuch ,150072,3607288
madhya pradesh,2020,q3,raisen ,230222,6621543
madhya pradesh,2020,q3,mandsaur ,233832,5525088
madhya pradesh,2020,q3,barwani ,111594,2704695
madhya pradesh,2020,q3,katni ,164877,3754041
madhya pradesh,2020,q3,dindori ,53140,1482035
madhya pradesh,2020,q3,shivpuri ,178433,4190392
madhya pradesh,2020,q3,gwalior ,603096,13858039
madhya pradesh,2020,q3,anuppur ,94947,2743203
madhya pradesh,2020,q3,agar malwa ,75042,2067746
madhya pradesh,2020,q3,ashoknagar ,90944,2218641
madhya pradesh,2020,q3,sagar ,368745,8520052
madhya pradesh,2020,q3,niwari ,40044,943976
madhya pradesh,2020,q3,rewa ,343897,8609066
madhya pradesh,2020,q3,shajapur ,158634,4836627
madhya pradesh,2020,q3,ujjain ,436068,11102536
madhya pradesh,2020,q3,bhind ,204515,4603385
madhya pradesh,2020,q3,tikamgarh ,99435,2355794
madhya pradesh,2020,q3,seoni ,169843,4472061
madhya pradesh,2020,q3,harda ,84771,2045684
madhya pradesh,2020,q3,burhanpur ,94468,2236883
madhya pradesh,2020,q3,damoh ,126047,2720247
madhya pradesh,2020,q3,bhopal ,1162000,34412697
madhya pradesh,2020,q3,jhabua ,78359,1855019
madhya pradesh,2020,q3,dhar ,346394,9730750
madhya pradesh,2020,q3,guna ,215479,5194184
madhya pradesh,2020,q3,east nimar ,163928,4383655
madhya pradesh,2020,q3,chhindwara ,336306,8957880
madhya pradesh,2020,q3,umaria ,64323,1797853
madhya pradesh,2020,q3,mandla ,102626,2401861
madhya pradesh,2020,q3,indore ,1524036,37661995
madhya pradesh,2020,q3,shahdol ,139177,4001386
madhya pradesh,2020,q3,ratlam ,260470,6567251
madhya pradesh,2020,q3,panna ,83059,2181466
madhya pradesh,2020,q3,chhatarpur ,211442,4379380
madhya pradesh,2020,q4,morena ,267467,6386001
madhya pradesh,2020,q4,alirajpur ,41088,847945
madhya pradesh,2020,q4,sehore ,300164,11926496
madhya pradesh,2020,q4,rajgarh ,248183,8283878
madhya pradesh,2020,q4,khargone ,259561,7925970
madhya pradesh,2020,q4,satna ,340632,8895084
madhya pradesh,2020,q4,narsinghpur ,198797,5497813
madhya pradesh,2020,q4,jabalpur ,604034,14264772
madhya pradesh,2020,q4,hoshangabad ,257815,7025247
madhya pradesh,2020,q4,vidisha ,254046,6972300
madhya pradesh,2020,q4,balaghat ,257330,7971567
madhya pradesh,2020,q4,singrauli ,205335,7900407
madhya pradesh,2020,q4,betul ,264821,8089210
madhya pradesh,2020,q4,sidhi ,127036,3863820
madhya pradesh,2020,q4,datia ,98245,2291208
madhya pradesh,2020,q4,dewas ,331443,11586451
madhya pradesh,2020,q4,sheopur ,67867,1682681
madhya pradesh,2020,q4,neemuch ,164544,4142475
madhya pradesh,2020,q4,raisen ,252088,8029455
madhya pradesh,2020,q4,mandsaur ,257488,6397496
madhya pradesh,2020,q4,barwani ,125456,3455685
madhya pradesh,2020,q4,katni ,181408,4600435
madhya pradesh,2020,q4,dindori ,59962,1753585
madhya pradesh,2020,q4,shivpuri ,200121,5169044
madhya pradesh,2020,q4,gwalior ,652985,17627043
madhya pradesh,2020,q4,anuppur ,104310,3325790
madhya pradesh,2020,q4,agar malwa ,83325,2435806
madhya pradesh,2020,q4,ashoknagar ,100497,2536318
madhya pradesh,2020,q4,sagar ,402006,10203743
madhya pradesh,2020,q4,niwari ,44148,1058416
madhya pradesh,2020,q4,rewa ,374099,10724980
madhya pradesh,2020,q4,shajapur ,173999,5651313
madhya pradesh,2020,q4,ujjain ,475637,13546406
madhya pradesh,2020,q4,bhind ,223913,5313250
madhya pradesh,2020,q4,tikamgarh ,110958,2768553
madhya pradesh,2020,q4,seoni ,187112,5428128
madhya pradesh,2020,q4,harda ,92862,2573686
madhya pradesh,2020,q4,burhanpur ,105578,2787448
madhya pradesh,2020,q4,damoh ,139246,3194459
madhya pradesh,2020,q4,bhopal ,1249343,46817428
madhya pradesh,2020,q4,jhabua ,88307,2119717
madhya pradesh,2020,q4,dhar ,382523,12266979
madhya pradesh,2020,q4,guna ,235371,6298119
madhya pradesh,2020,q4,east nimar ,181040,5304286
madhya pradesh,2020,q4,chhindwara ,370027,11110963
madhya pradesh,2020,q4,umaria ,71049,2183916
madhya pradesh,2020,q4,mandla ,113986,2902555
madhya pradesh,2020,q4,indore ,1645564,52259995
madhya pradesh,2020,q4,shahdol ,153490,4992250
madhya pradesh,2020,q4,ratlam ,286103,7739584
madhya pradesh,2020,q4,panna ,91870,2441428
madhya pradesh,2020,q4,chhatarpur ,233668,4999862
madhya pradesh,2021,q1,morena ,289939,7286647
madhya pradesh,2021,q1,alirajpur ,44762,957474
madhya pradesh,2021,q1,sehore ,323704,13261091
madhya pradesh,2021,q1,rajgarh ,270842,10221796
madhya pradesh,2021,q1,khargone ,281236,9020662
madhya pradesh,2021,q1,satna ,368299,10016376
madhya pradesh,2021,q1,narsinghpur ,214249,6119619
madhya pradesh,2021,q1,jabalpur ,650087,17013715
madhya pradesh,2021,q1,hoshangabad ,277931,7999438
madhya pradesh,2021,q1,vidisha ,274866,8148091
madhya pradesh,2021,q1,balaghat ,278215,8823124
madhya pradesh,2021,q1,singrauli ,221433,8797507
madhya pradesh,2021,q1,betul ,285621,8986356
madhya pradesh,2021,q1,sidhi ,137421,4335454
madhya pradesh,2021,q1,datia ,106332,2671664
madhya pradesh,2021,q1,dewas ,358124,13374910
