state,year,quater,district,registered_user,app_opening
chhattisgarh,2021,q3,raigarh ,354087,17052359
chhattisgarh,2021,q3,janjgir champa ,346366,17403707
chhattisgarh,2021,q3,jashpur ,113637,9804141
chhattisgarh,2021,q3,balod ,124200,6355356
chhattisgarh,2021,q3,kabirdham ,111708,6730485
chhattisgarh,2021,q3,surguja ,171276,10031433
chhattisgarh,2021,q3,dantewada ,50242,3121282
chhattisgarh,2021,q3,gariyaband ,71885,6272737
chhattisgarh,2021,q3,durg ,568361,16727312
chhattisgarh,2021,q3,rajnandgaon ,232140,14066183
chhattisgarh,2021,q3,raipur ,917950,34032629
chhattisgarh,2021,q3,narayanpur ,19877,1332425
chhattisgarh,2021,q3,kanker ,116559,8813895
chhattisgarh,2021,q3,korea ,111913,8619169
chhattisgarh,2021,q3,mungeli ,81387,4340738
chhattisgarh,2021,q3,bilaspur ,474660,19564262
chhattisgarh,2021,q3,balrampur ,86704,11635114
chhattisgarh,2021,q3,bijapur ,40492,3474467
chhattisgarh,2021,q3,bemetara ,103776,5967838
chhattisgarh,2021,q3,bastar ,125186,7716420
chhattisgarh,2021,q3,kondagaon ,67316,6141062
chhattisgarh,2021,q3,mahasamund ,161893,11614446
chhattisgarh,2021,q4,dhamtari ,130540,4563914
chhattisgarh,2021,q4,korba ,299191,15291693
chhattisgarh,2021,q4,surajpur ,119950,5888039
chhattisgarh,2021,q4,baloda bazar ,220188,9299441
chhattisgarh,2021,q4,sukma ,37238,1683971
chhattisgarh,2021,q4,raigarh ,378507,18123023
chhattisgarh,2021,q4,janjgir champa ,368980,19120514
chhattisgarh,2021,q4,jashpur ,122371,5203432
chhattisgarh,2021,q4,balod ,132353,4855195
chhattisgarh,2021,q4,kabirdham ,119692,4796979
chhattisgarh,2021,q4,surguja ,183559,9370119
chhattisgarh,2021,q4,dantewada ,53888,2137469
chhattisgarh,2021,q4,gariyaband ,77202,3266847
chhattisgarh,2021,q4,durg ,604621,26669512
chhattisgarh,2021,q4,rajnandgaon ,248230,10157759
chhattisgarh,2021,q4,raipur ,979741,44316810
chhattisgarh,2021,q4,narayanpur ,21314,840302
chhattisgarh,2021,q4,kanker ,125415,4897534
chhattisgarh,2021,q4,korea ,120005,5630126
chhattisgarh,2021,q4,mungeli ,87075,3539284
chhattisgarh,2021,q4,bilaspur ,506449,23402865
chhattisgarh,2021,q4,balrampur ,93661,5017173
chhattisgarh,2021,q4,bijapur ,43663,2174445
chhattisgarh,2021,q4,bemetara ,111174,3953868
chhattisgarh,2021,q4,bastar ,134164,6108764
chhattisgarh,2021,q4,kondagaon ,72791,3197223
chhattisgarh,2021,q4,mahasamund ,173519,8246282
chhattisgarh,2022,q1,dhamtari ,138724,9304051
chhattisgarh,2022,q1,korba ,317604,28555879
chhattisgarh,2022,q1,surajpur ,128121,18928338
chhattisgarh,2022,q1,baloda bazar ,234464,17052096
chhattisgarh,2022,q1,sukma ,39721,5650530
chhattisgarh,2022,q1,raigarh ,403164,28569591
chhattisgarh,2022,q1,janjgir champa ,392285,17826573
chhattisgarh,2022,q1,jashpur ,131014,23052569
chhattisgarh,2022,q1,balod ,140692,11029061
chhattisgarh,2022,q1,kabirdham ,127669,11532414
chhattisgarh,2022,q1,surguja ,195440,18501509
chhattisgarh,2022,q1,dantewada ,57389,5840979
chhattisgarh,2022,q1,gariyaband ,82487,13703262
chhattisgarh,2022,q1,durg ,639688,13567777
chhattisgarh,2022,q1,rajnandgaon ,264326,25331975
chhattisgarh,2022,q1,raipur ,1038105,34404453
chhattisgarh,2022,q1,narayanpur ,22756,3394010
chhattisgarh,2022,q1,kanker ,133857,20092568
chhattisgarh,2022,q1,korea ,127890,16324553
chhattisgarh,2022,q1,mungeli ,92691,7216878
chhattisgarh,2022,q1,bilaspur ,537617,24822855
chhattisgarh,2022,q1,balrampur ,100226,26814683
chhattisgarh,2022,q1,bijapur ,46540,6589775
chhattisgarh,2022,q1,bemetara ,118600,11001712
chhattisgarh,2022,q1,bastar ,142818,14540720
chhattisgarh,2022,q1,kondagaon ,77846,14700267
chhattisgarh,2022,q1,mahasamund ,185227,20154360
chhattisgarh,2022,q2,dhamtari ,146066,10333093
chhattisgarh,2022,q2,korba ,334672,30776047
chhattisgarh,2022,q2,surajpur ,135353,19497362
chhattisgarh,2022,q2,baloda bazar ,247634,18334461
chhattisgarh,2022,q2,sukma ,41978,6331208
chhattisgarh,2022,q2,raigarh ,425526,32543452
chhattisgarh,2022,q2,janjgir champa ,414133,18022797
chhattisgarh,2022,q2,jashpur ,138518,28640812
chhattisgarh,2022,q2,balod ,147930,13306306
chhattisgarh,2022,q2,kabirdham ,134783,11978258
chhattisgarh,2022,q2,surguja ,206354,22236587
chhattisgarh,2022,q2,dantewada ,60561,6738887
chhattisgarh,2022,q2,gariyaband ,86939,13235943
chhattisgarh,2022,q2,durg ,672947,13445249
chhattisgarh,2022,q2,rajnandgaon ,278724,28420413
chhattisgarh,2022,q2,raipur ,1093318,39640873
chhattisgarh,2022,q2,narayanpur ,24061,4461600
chhattisgarh,2022,q2,kanker ,141354,24085013
chhattisgarh,2022,q2,korea ,134912,18499768
chhattisgarh,2022,q2,mungeli ,97870,7828317
chhattisgarh,2022,q2,bilaspur ,566475,26797395
chhattisgarh,2022,q2,balrampur ,105948,29728876
chhattisgarh,2022,q2,bijapur ,49168,7363721
chhattisgarh,2022,q2,bemetara ,125096,12746215
chhattisgarh,2022,q2,bastar ,150449,17283265
chhattisgarh,2022,q2,kondagaon ,82174,16811546
chhattisgarh,2022,q2,mahasamund ,195406,22323656
chhattisgarh,2022,q3,dhamtari ,153263,11525749
chhattisgarh,2022,q3,korba ,352198,36228236
chhattisgarh,2022,q3,surajpur ,142407,22324980
chhattisgarh,2022,q3,baloda bazar ,260632,19940925
chhattisgarh,2022,q3,sukma ,44234,7050939
chhattisgarh,2022,q3,raigarh ,448366,35340196
chhattisgarh,2022,q3,janjgir champa ,436349,18998354
chhattisgarh,2022,q3,jashpur ,145715,28645837
chhattisgarh,2022,q3,balod ,155200,14558886
chhattisgarh,2022,q3,kabirdham ,141814,15613661
chhattisgarh,2022,q3,surguja ,217313,23200906
chhattisgarh,2022,q3,dantewada ,63734,6442840
chhattisgarh,2022,q3,gariyaband ,91335,14953415
chhattisgarh,2022,q3,durg ,707241,14611488
chhattisgarh,2022,q3,rajnandgaon ,292804,32277042
chhattisgarh,2022,q3,raipur ,1150501,38340572
chhattisgarh,2022,q3,narayanpur ,25375,5225910
chhattisgarh,2022,q3,kanker ,148494,24876178
chhattisgarh,2022,q3,korea ,141899,19410454
chhattisgarh,2022,q3,mungeli ,102902,8504629
chhattisgarh,2022,q3,bilaspur ,596003,28673485
chhattisgarh,2022,q3,balrampur ,111448,32254886
chhattisgarh,2022,q3,bijapur ,51796,7150992
chhattisgarh,2022,q3,bemetara ,131384,14359000
chhattisgarh,2022,q3,bastar ,158238,19141042
chhattisgarh,2022,q3,kondagaon ,86322,19375824
chhattisgarh,2022,q3,mahasamund ,205270,24180061
chhattisgarh,2022,q4,dhamtari ,159411,7228454
chhattisgarh,2022,q4,korba ,368179,22261392
chhattisgarh,2022,q4,surajpur ,148130,8325549
chhattisgarh,2022,q4,baloda bazar ,271259,13745650
chhattisgarh,2022,q4,sukma ,46232,2281717
chhattisgarh,2022,q4,raigarh ,468010,26415867
chhattisgarh,2022,q4,janjgir champa ,455430,23396478
chhattisgarh,2022,q4,jashpur ,151323,8436769
chhattisgarh,2022,q4,balod ,160952,7717813
chhattisgarh,2022,q4,kabirdham ,147742,7874615
chhattisgarh,2022,q4,surguja ,226706,13099334
chhattisgarh,2022,q4,dantewada ,66503,2982279
chhattisgarh,2022,q4,gariyaband ,94815,4520547
chhattisgarh,2022,q4,durg ,740173,34025608
chhattisgarh,2022,q4,rajnandgaon ,304353,15822878
chhattisgarh,2022,q4,raipur ,1205632,59719682
chhattisgarh,2022,q4,narayanpur ,26527,1317409
chhattisgarh,2022,q4,kanker ,154332,7405374
chhattisgarh,2022,q4,korea ,147963,7529926
chhattisgarh,2022,q4,mungeli ,106916,5380234
chhattisgarh,2022,q4,bilaspur ,622644,32396787
chhattisgarh,2022,q4,balrampur ,115804,7495009
chhattisgarh,2022,q4,bijapur ,54230,2631460
chhattisgarh,2022,q4,bemetara ,136066,6614939
chhattisgarh,2022,q4,bastar ,164690,9294343
chhattisgarh,2022,q4,kondagaon ,89611,5134236
chhattisgarh,2022,q4,mahasamund ,213189,11922465
dadra & nagar haveli & daman & diu,2018,q1,diu ,2553,0
dadra & nagar haveli & daman & diu,2018,q1,daman ,18677,0
dadra & nagar haveli & daman & diu,2018,q1,dadra and nagar haveli ,32028,0
dadra & nagar haveli & daman & diu,2018,q2,diu ,3229,0
dadra & nagar haveli & daman & diu,2018,q2,daman ,25144,0
dadra & nagar haveli & daman & diu,2018,q2,dadra and nagar haveli ,43085,0
dadra & nagar haveli & daman & diu,2018,q3,diu ,3830,0
dadra & nagar haveli & daman & diu,2018,q3,daman ,32651,0
dadra & nagar haveli & daman & diu,2018,q3,dadra and nagar haveli ,55626,0
dadra & nagar haveli & daman & diu,2018,q4,diu ,4609,0
dadra & nagar haveli & daman & diu,2018,q4,daman ,42069,0
dadra & nagar haveli & daman & diu,2018,q4,dadra and nagar haveli ,69833,0
dadra & nagar haveli & daman & diu,2019,q1,diu ,5452,0
dadra & nagar haveli & daman & diu,2019,q1,daman ,51093,0
dadra & nagar haveli & daman & diu,2019,q1,dadra and nagar haveli ,83987,0
dadra & nagar haveli & daman & diu,2019,q2,diu ,6193,22979
dadra & nagar haveli & daman & diu,2019,q2,daman ,58005,323345
dadra & nagar haveli & daman & diu,2019,q2,dadra and nagar haveli ,94382,514362
dadra & nagar haveli & daman & diu,2019,q3,diu ,6746,73017
dadra & nagar haveli & daman & diu,2019,q3,daman ,64854,1168620
dadra & nagar haveli & daman & diu,2019,q3,dadra and nagar haveli ,105329,1884552
dadra & nagar haveli & daman & diu,2019,q4,diu ,7323,91107
dadra & nagar haveli & daman & diu,2019,q4,daman ,72470,1415107
dadra & nagar haveli & daman & diu,2019,q4,dadra and nagar haveli ,117805,2264329
dadra & nagar haveli & daman & diu,2020,q1,diu ,7912,98466
dadra & nagar haveli & daman & diu,2020,q1,daman ,80329,1550484
dadra & nagar haveli & daman & diu,2020,q1,dadra and nagar haveli ,130255,2546172
dadra & nagar haveli & daman & diu,2020,q2,diu ,8795,90682
dadra & nagar haveli & daman & diu,2020,q2,daman ,90016,1640768
dadra & nagar haveli & daman & diu,2020,q2,dadra and nagar haveli ,146003,2773677
dadra & nagar haveli & daman & diu,2020,q3,diu ,9655,102606
dadra & nagar haveli & daman & diu,2020,q3,daman ,98108,1480490
dadra & nagar haveli & daman & diu,2020,q3,dadra and nagar haveli ,160183,2838403
dadra & nagar haveli & daman & diu,2020,q4,diu ,10550,147153
dadra & nagar haveli & daman & diu,2020,q4,daman ,108511,2123263
dadra & nagar haveli & daman & diu,2020,q4,dadra and nagar haveli ,177432,3926020
dadra & nagar haveli & daman & diu,2021,q1,diu ,11406,156639
dadra & nagar haveli & daman & diu,2021,q1,daman ,117728,2573284
dadra & nagar haveli & daman & diu,2021,q1,dadra and nagar haveli ,192262,4572539
dadra & nagar haveli & daman & diu,2021,q2,diu ,12220,117626
dadra & nagar haveli & daman & diu,2021,q2,daman ,126258,1622978
dadra & nagar haveli & daman & diu,2021,q2,dadra and nagar haveli ,206516,3322379
dadra & nagar haveli & daman & diu,2021,q3,diu ,13167,181641
dadra & nagar haveli & daman & diu,2021,q3,daman ,135976,2278101
dadra & nagar haveli & daman & diu,2021,q3,dadra and nagar haveli ,222731,4702992
dadra & nagar haveli & daman & diu,2021,q4,diu ,14047,295151
dadra & nagar haveli & daman & diu,2021,q4,daman ,145806,5114006
dadra & nagar haveli & daman & diu,2021,q4,dadra and nagar haveli ,239110,9600298
dadra & nagar haveli & daman & diu,2022,q1,diu ,14964,143766
dadra & nagar haveli & daman & diu,2022,q1,daman ,155029,799218
dadra & nagar haveli & daman & diu,2022,q1,dadra and nagar haveli ,254577,2967808
dadra & nagar haveli & daman & diu,2022,q2,diu ,15811,229397
dadra & nagar haveli & daman & diu,2022,q2,daman ,163861,633374
dadra & nagar haveli & daman & diu,2022,q2,dadra and nagar haveli ,269344,3023521
dadra & nagar haveli & daman & diu,2022,q3,diu ,16665,180045
dadra & nagar haveli & daman & diu,2022,q3,daman ,173219,567477
dadra & nagar haveli & daman & diu,2022,q3,dadra and nagar haveli ,284923,3090359
dadra & nagar haveli & daman & diu,2022,q4,diu ,17427,445207
dadra & nagar haveli & daman & diu,2022,q4,daman ,182481,7951596
dadra & nagar haveli & daman & diu,2022,q4,dadra and nagar haveli ,300217,15669967
delhi,2018,q1,south ,156706,0
delhi,2018,q1,central ,202723,0
delhi,2018,q1,new delhi ,212008,0
delhi,2018,q1,west ,308558,0
delhi,2018,q1,south west ,179197,0
delhi,2018,q1,south east delhi ,251213,0
delhi,2018,q1,shahdara ,114549,0
delhi,2018,q1,north east ,95472,0
delhi,2018,q1,east ,169295,0
delhi,2018,q1,north west ,223679,0
delhi,2018,q1,north ,173622,0
delhi,2018,q2,south ,206935,0
delhi,2018,q2,central ,267154,0
delhi,2018,q2,new delhi ,282319,0
delhi,2018,q2,west ,406877,0
delhi,2018,q2,south west ,236789,0
delhi,2018,q2,south east delhi ,333350,0
delhi,2018,q2,shahdara ,152113,0
delhi,2018,q2,north east ,127159,0
delhi,2018,q2,east ,221449,0
delhi,2018,q2,north west ,294038,0
delhi,2018,q2,north ,227958,0
delhi,2018,q3,south ,264628,0
delhi,2018,q3,central ,340549,0
delhi,2018,q3,new delhi ,363140,0
delhi,2018,q3,west ,515854,0
delhi,2018,q3,south west ,297663,0
delhi,2018,q3,south east delhi ,423177,0
delhi,2018,q3,shahdara ,192430,0
delhi,2018,q3,north east ,159566,0
delhi,2018,q3,east ,280847,0
delhi,2018,q3,north west ,376806,0
delhi,2018,q3,north ,290251,0
delhi,2018,q4,south ,344311,0
delhi,2018,q4,central ,446787,0
delhi,2018,q4,new delhi ,470991,0
delhi,2018,q4,west ,686653,0
delhi,2018,q4,south west ,393208,0
delhi,2018,q4,south east delhi ,564640,0
delhi,2018,q4,shahdara ,257785,0
delhi,2018,q4,north east ,216694,0
delhi,2018,q4,east ,373139,0
delhi,2018,q4,north west ,496928,0
delhi,2018,q4,north ,379177,0
delhi,2019,q1,south ,407519,0
delhi,2019,q1,central ,529918,0
delhi,2019,q1,new delhi ,558516,0
delhi,2019,q1,west ,820526,0
delhi,2019,q1,south west ,467571,0
delhi,2019,q1,south east delhi ,671667,0
delhi,2019,q1,shahdara ,310351,0
delhi,2019,q1,north east ,262131,0
delhi,2019,q1,east ,439639,0
delhi,2019,q1,north west ,583438,0
delhi,2019,q1,north ,447987,0
delhi,2019,q2,south ,453829,3600582
delhi,2019,q2,central ,596940,4621588
delhi,2019,q2,new delhi ,637526,4770362
delhi,2019,q2,west ,919096,6019764
delhi,2019,q2,south west ,519422,3366911
delhi,2019,q2,south east delhi ,749218,5600479
delhi,2019,q2,shahdara ,352312,2162335
delhi,2019,q2,north east ,298037,1839705
delhi,2019,q2,east ,487121,3859544
delhi,2019,q2,north west ,649377,4251847
delhi,2019,q2,north ,502570,3638453
delhi,2019,q3,south ,498200,13735093
delhi,2019,q3,central ,658985,18110411
delhi,2019,q3,new delhi ,705546,17907707
delhi,2019,q3,west ,1008836,22146744
delhi,2019,q3,south west ,567496,12320743
delhi,2019,q3,south east delhi ,821304,21257734
delhi,2019,q3,shahdara ,391827,7812781
delhi,2019,q3,north east ,334361,6815269
delhi,2019,q3,east ,532254,14414183
delhi,2019,q3,north west ,709448,15312330
delhi,2019,q3,north ,554029,13548032
delhi,2019,q4,south ,533716,14624629
delhi,2019,q4,central ,711015,19757936
delhi,2019,q4,new delhi ,757888,19347259
delhi,2019,q4,west ,1081496,22958268
delhi,2019,q4,south west ,605482,12908740
delhi,2019,q4,south east delhi ,883080,22762701
delhi,2019,q4,shahdara ,425305,8243112
delhi,2019,q4,north east ,366088,7378000
delhi,2019,q4,east ,568283,15006362
delhi,2019,q4,north west ,758620,15608488
delhi,2019,q4,north ,598910,14087176
delhi,2020,q1,south ,570329,14596406
delhi,2020,q1,central ,765149,20077306
delhi,2020,q1,new delhi ,810489,19988931
delhi,2020,q1,west ,1160353,23777985
delhi,2020,q1,south west ,644981,13628530
delhi,2020,q1,south east delhi ,947535,23452400
delhi,2020,q1,shahdara ,460186,8525491
delhi,2020,q1,north east ,399504,7741484
delhi,2020,q1,east ,604768,15229722
delhi,2020,q1,north west ,814249,16316454
delhi,2020,q1,north ,648654,14929277
delhi,2020,q2,south ,608062,10923789
delhi,2020,q2,central ,821609,12170177
delhi,2020,q2,new delhi ,858515,13813232
delhi,2020,q2,west ,1243875,19803207
delhi,2020,q2,south west ,688199,13239503
delhi,2020,q2,south east delhi ,1011931,17824740
delhi,2020,q2,shahdara ,498710,7264987
delhi,2020,q2,north east ,437601,8199505
delhi,2020,q2,east ,641233,12112696
delhi,2020,q2,north west ,877218,15252379
delhi,2020,q2,north ,704186,12248038
delhi,2020,q3,south ,651616,13811149
delhi,2020,q3,central ,888536,17811726
delhi,2020,q3,new delhi ,912051,19755770
delhi,2020,q3,west ,1343895,27128183
delhi,2020,q3,south west ,739034,16937109
delhi,2020,q3,south east delhi ,1088989,23898063
delhi,2020,q3,shahdara ,543831,10118652
delhi,2020,q3,north east ,479924,10076533
delhi,2020,q3,east ,685955,15039504
delhi,2020,q3,north west ,946954,19440720
delhi,2020,q3,north ,763389,16007620
delhi,2020,q4,south ,699303,17854518
delhi,2020,q4,central ,962750,25639012
delhi,2020,q4,new delhi ,971715,26150844
delhi,2020,q4,west ,1451042,34210894
delhi,2020,q4,south west ,792331,20471250
delhi,2020,q4,south east delhi ,1174221,31579571
delhi,2020,q4,shahdara ,591192,12836928
delhi,2020,q4,north east ,525117,12410314
delhi,2020,q4,east ,734091,19059130
delhi,2020,q4,north west ,1019187,23345284
delhi,2020,q4,north ,827019,19876007
delhi,2021,q1,south ,749173,20969765
delhi,2021,q1,central ,1035060,31035635
delhi,2021,q1,new delhi ,1039016,31041137
delhi,2021,q1,west ,1559112,38915888
delhi,2021,q1,south west ,849223,22664421
delhi,2021,q1,south east delhi ,1260645,37073920
delhi,2021,q1,shahdara ,636908,14514305
delhi,2021,q1,north east ,567107,13760602
delhi,2021,q1,east ,786308,21924687
delhi,2021,q1,north west ,1094464,26122744
delhi,2021,q1,north ,890194,23178496
delhi,2021,q2,south ,799590,12452858
delhi,2021,q2,central ,1105640,16081193
delhi,2021,q2,new delhi ,1108471,16849531
delhi,2021,q2,west ,1666267,23164797
delhi,2021,q2,south west ,906878,14495551
delhi,2021,q2,south east delhi ,1346063,20866055
delhi,2021,q2,shahdara ,681073,8634338
delhi,2021,q2,north east ,607021,9159772
delhi,2021,q2,east ,839185,12706259
delhi,2021,q2,north west ,1170137,16390828
delhi,2021,q2,north ,952374,14196592
delhi,2021,q3,south ,855177,16742627
delhi,2021,q3,central ,1184217,24898251
delhi,2021,q3,new delhi ,1185588,24104453
delhi,2021,q3,west ,1785309,31060472
delhi,2021,q3,south west ,971552,18051807
delhi,2021,q3,south east delhi ,1441462,29182451
delhi,2021,q3,shahdara ,730209,11815518
delhi,2021,q3,north east ,651695,11448245
delhi,2021,q3,east ,898137,16541558
delhi,2021,q3,north west ,1254464,21044731
delhi,2021,q3,north ,1022251,18954263
delhi,2021,q4,south ,911399,25318053
delhi,2021,q4,central ,1263911,39285773
delhi,2021,q4,new delhi ,1263818,40877291
delhi,2021,q4,west ,1905278,45912758
delhi,2021,q4,south west ,1036466,26351151
delhi,2021,q4,south east delhi ,1537814,45953793
delhi,2021,q4,shahdara ,779798,18226720
delhi,2021,q4,north east ,696743,18668707
delhi,2021,q4,east ,957392,23373406
delhi,2021,q4,north west ,1339480,32390512
delhi,2021,q4,north ,1093028,29311189
delhi,2022,q1,south ,963775,4684890
delhi,2022,q1,central ,1338465,6409314
delhi,2022,q1,new delhi ,1336911,6165616
delhi,2022,q1,west ,2017435,8118532
delhi,2022,q1,south west ,1097016,4590648
delhi,2022,q1,south east delhi ,1628157,7357594
delhi,2022,q1,shahdara ,826148,2924454
delhi,2022,q1,north east ,739301,3042375
delhi,2022,q1,east ,1013024,3852805
delhi,2022,q1,north west ,1419688,5396333
delhi,2022,q1,north ,1159277,4981592
delhi,2022,q2,south ,1013938,4587356
delhi,2022,q2,central ,1409776,5948542
delhi,2022,q2,new delhi ,1406687,5625084
delhi,2022,q2,west ,2124626,7350241
delhi,2022,q2,south west ,1155288,4151379
delhi,2022,q2,south east delhi ,1714507,6702101
delhi,2022,q2,shahdara ,870461,2605709
delhi,2022,q2,north east ,779621,2614033
delhi,2022,q2,east ,1066632,3524812
delhi,2022,q2,north west ,1496002,4758442
delhi,2022,q2,north ,1222605,4685381
delhi,2022,q3,south ,1065631,4638847
delhi,2022,q3,central ,1483786,5742476
delhi,2022,q3,new delhi ,1479669,5253294
delhi,2022,q3,west ,2235907,6992655
delhi,2022,q3,south west ,1215697,3934907
delhi,2022,q3,south east delhi ,1804123,6340232
delhi,2022,q3,shahdara ,917096,2440841
delhi,2022,q3,north east ,822038,2460332
delhi,2022,q3,east ,1121596,3393992
delhi,2022,q3,north west ,1575473,4399466
delhi,2022,q3,north ,1288507,4322456
delhi,2022,q4,south ,1117981,30173803
delhi,2022,q4,central ,1558400,47227767
delhi,2022,q4,new delhi ,1552874,49393657
delhi,2022,q4,west ,2348063,52947462
delhi,2022,q4,south west ,1275864,29437122
delhi,2022,q4,south east delhi ,1894776,53203998
delhi,2022,q4,shahdara ,963656,21436265
delhi,2022,q4,north east ,864990,20440755
delhi,2022,q4,east ,1177294,25719895
delhi,2022,q4,north west ,1655730,36305502
delhi,2022,q4,north ,1354521,35578523
goa,2018,q1,north goa ,57769,0
goa,2018,q1,south goa ,34167,0
goa,2018,q2,north goa ,76192,0
goa,2018,q2,south goa ,45982,0
goa,2018,q3,north goa ,95307,0
goa,2018,q3,south goa ,58495,0
goa,2018,q4,north goa ,121001,0
goa,2018,q4,south goa ,74349,0
goa,2019,q1,north goa ,147802,0
goa,2019,q1,south goa ,90350,0
goa,2019,q2,north goa ,173002,835794
goa,2019,q2,south goa ,105938,516438
goa,2019,q3,north goa ,197361,2920579
goa,2019,q3,south goa ,119833,1833313
goa,2019,q4,north goa ,220385,4020633
goa,2019,q4,south goa ,133161,2269910
goa,2020,q1,north goa ,244309,4665113
goa,2020,q1,south goa ,147591,2482120
goa,2020,q2,north goa ,267533,3107692
goa,2020,q2,south goa ,163106,2202434
goa,2020,q3,north goa ,294195,3452539
goa,2020,q3,south goa ,180767,2677227
goa,2020,q4,north goa ,326479,6920554
goa,2020,q4,south goa ,201105,4070564
goa,2021,q1,north goa ,352593,10384042
goa,2021,q1,south goa ,217442,5083630
goa,2021,q2,north goa ,376703,6869935
goa,2021,q2,south goa ,232403,5840426
goa,2021,q3,north goa ,403952,8991751
goa,2021,q3,south goa ,249506,7583360
goa,2021,q4,north goa ,430814,18057835
goa,2021,q4,south goa ,266364,10230419
goa,2022,q1,north goa ,456250,9699093
goa,2022,q1,south goa ,282378,8979705
goa,2022,q2,north goa ,480353,9824694
goa,2022,q2,south goa ,297426,9237463
goa,2022,q3,north goa ,504946,9634393
goa,2022,q3,south goa ,312884,10078371
goa,2022,q4,north goa ,527826,26805263
goa,2022,q4,south goa ,327376,16199949
gujarat,2018,q1,anand ,68052,0
gujarat,2018,q1,jamnagar ,52416,0
gujarat,2018,q1,devbhumi dwarka ,15809,0
gujarat,2018,q1,rajkot ,133017,0
gujarat,2018,q1,aravallis ,21932,0
gujarat,2018,q1,chhotaudepur ,6581,0
gujarat,2018,q1,botad ,23738,0
gujarat,2018,q1,bharuch ,101575,0
gujarat,2018,q1,bhavnagar ,87683,0
gujarat,2018,q1,junagadh ,35171,0
gujarat,2018,q1,mahesana ,97004,0
gujarat,2018,q1,the dangs ,2285,0
gujarat,2018,q1,kheda ,43776,0
gujarat,2018,q1,surat ,489852,0
gujarat,2018,q1,porbandar ,12401,0
gujarat,2018,q1,gandhinagar ,118201,0
gujarat,2018,q1,panch mahals ,32263,0
gujarat,2018,q1,narmada ,6464,0
gujarat,2018,q1,gir somnath ,28292,0
gujarat,2018,q1,valsad ,80138,0
gujarat,2018,q1,mahisagar ,11048,0
gujarat,2018,q1,sabar kantha ,45018,0
gujarat,2018,q1,tapi ,14231,0
gujarat,2018,q1,vadodara ,205722,0
gujarat,2018,q1,banas kantha ,93506,0
gujarat,2018,q1,amreli ,31443,0
gujarat,2018,q1,ahmadabad ,572811,0
gujarat,2018,q1,dohad ,16212,0
gujarat,2018,q1,navsari ,35437,0
gujarat,2018,q1,patan ,41580,0
gujarat,2018,q1,kachchh ,97838,0
gujarat,2018,q1,surendranagar ,38223,0
gujarat,2018,q1,morbi ,30329,0
gujarat,2018,q2,anand ,90911,0
gujarat,2018,q2,jamnagar ,68512,0
gujarat,2018,q2,devbhumi dwarka ,20804,0
gujarat,2018,q2,rajkot ,174778,0
gujarat,2018,q2,aravallis ,29047,0
gujarat,2018,q2,chhotaudepur ,9053,0
gujarat,2018,q2,botad ,32883,0
gujarat,2018,q2,bharuch ,134500,0
gujarat,2018,q2,bhavnagar ,115812,0
gujarat,2018,q2,junagadh ,46665,0
gujarat,2018,q2,mahesana ,127614,0
gujarat,2018,q2,the dangs ,3047,0
gujarat,2018,q2,kheda ,60097,0
gujarat,2018,q2,surat ,652372,0
gujarat,2018,q2,porbandar ,16137,0
gujarat,2018,q2,gandhinagar ,155539,0
gujarat,2018,q2,panch mahals ,42575,0
gujarat,2018,q2,narmada ,8940,0
gujarat,2018,q2,gir somnath ,37769,0
gujarat,2018,q2,valsad ,107556,0
gujarat,2018,q2,mahisagar ,15010,0
gujarat,2018,q2,sabar kantha ,59955,0
gujarat,2018,q2,tapi ,19255,0
gujarat,2018,q2,vadodara ,271730,0
gujarat,2018,q2,banas kantha ,125849,0
gujarat,2018,q2,amreli ,42021,0
gujarat,2018,q2,ahmadabad ,751746,0
gujarat,2018,q2,dohad ,21983,0
gujarat,2018,q2,navsari ,47911,0
gujarat,2018,q2,patan ,55482,0
gujarat,2018,q2,kachchh ,128064,0
gujarat,2018,q2,surendranagar ,51527,0
gujarat,2018,q2,morbi ,40681,0
gujarat,2018,q3,anand ,116188,0
gujarat,2018,q3,jamnagar ,84886,0
gujarat,2018,q3,devbhumi dwarka ,26394,0
gujarat,2018,q3,rajkot ,215459,0
gujarat,2018,q3,aravallis ,37199,0
gujarat,2018,q3,chhotaudepur ,12302,0
gujarat,2018,q3,botad ,40559,0
gujarat,2018,q3,bharuch ,169322,0
gujarat,2018,q3,bhavnagar ,141243,0
gujarat,2018,q3,junagadh ,57716,0
gujarat,2018,q3,mahesana ,157274,0
gujarat,2018,q3,the dangs ,4052,0
gujarat,2018,q3,kheda ,80213,0
gujarat,2018,q3,surat ,808005,0
gujarat,2018,q3,porbandar ,19921,0
gujarat,2018,q3,gandhinagar ,190882,0
gujarat,2018,q3,panch mahals ,53825,0
gujarat,2018,q3,narmada ,11957,0
gujarat,2018,q3,gir somnath ,47541,0
gujarat,2018,q3,valsad ,136470,0
gujarat,2018,q3,mahisagar ,19564,0
gujarat,2018,q3,sabar kantha ,74642,0
gujarat,2018,q3,tapi ,25095,0
gujarat,2018,q3,vadodara ,335125,0
gujarat,2018,q3,banas kantha ,159591,0
gujarat,2018,q3,amreli ,53845,0
gujarat,2018,q3,ahmadabad ,919252,0
gujarat,2018,q3,dohad ,28857,0
gujarat,2018,q3,navsari ,60676,0
gujarat,2018,q3,patan ,68979,0
